review_sample_id,evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,context_before,context_after,response_latency_hours,extractor_confidence,information_quality,duplication_status,human_decision,human_evidence_category,human_description,human_notes
REV-0159,EV-ce8d0db01404,APP-01424,LOG-010023,2024-03-23 00:00:00,recruiter_note,internal,Quick note - candidate said compensation was 'not a concern' but asked about job security three separate times.,compensation_concern,Candidate raises a question or concern about compensation.,"still figuring some thiings out on my end, sort of nothing major.",Post-interview check-in with candidate - thy felt it went fine.,0.4,0.6,high,repeated_but_usable,PENDING,,,
REV-0160,EV-dc725cf78438,APP-01433,LOG-010093,2025-07-13 00:00:00,recruiter_note,internal,"Client background vendor running behind, expect another few days.",process_delay,Communication references a delay in the recruitment process.,any update on the background check? just waant to plan around it.,is the delay normal? getting a little anxious abut the timing.,30.6,0.6,medium,likely_template,PENDING,,,
REV-0161,EV-aa86b4195811,APP-01488,LOG-010491,2025-04-27 00:00:00,candidate_message,candidate_facing,sounds good,responsiveness,"Candidate gives a brief, low-elaboration response.",Candidate less engaged on last two calls compared to initial screen. Noted for the file.,souds good,8.1,0.45,low,likely_template,PENDING,,,
REV-0162,EV-5c33261f269f,APP-01492,LOG-010526,2025-04-22 00:00:00,candidate_message,candidate_facing,"Good afternoon, great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,Candidate confirmed all onboarding steps complete.,"understood, appreciate it.",7.4,0.6,medium,repeated_but_usable,PENDING,,,
REV-0163,EV-04dd76732dd6,APP-01495,LOG-010542,2025-04-18 00:00:00,candidate_message,candidate_facing,"really looking forward to getting started, thnks for everything.",commitment_language,Candidate uses language expressing forward commitment to the role.,"really looking forwrd to getting started, thanks for everything.","Per today's call, weekly touchpoint completed, candidate expressed appreciation for communication. No action needed at this time.",48.3,0.6,high,unique,PENDING,,,
REV-0164,EV-7947a61ac837,APP-01497,LOG-010557,2025-07-10 00:00:00,candidate_message,candidate_facing,"not totally sure how taht interview went, wanted to flag, it felt a little off. TY",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,"wanted to folllow up after the interview, wasn't sure...","After the interview I don't think it's the right fit, going to pass.",7.1,0.6,high,unique,PENDING,,,
REV-0165,EV-7f013fb0d0fb,APP-01505,LOG-010597,2025-01-29 00:00:00,candidate_message,candidate_facing,"Good afternoon, is the delay normal? getting a little anxious about the timing.",process_delay,Communication references a delay in the recruitment process.,"Note: background check still processing, notified candidate of delay.",is the delay normal? getting a little anxious about the timing. Thank you,68.9,0.6,high,repeated_but_usable,PENDING,,,
REV-0166,EV-1a21f63454ee,APP-01505,LOG-010599,2025-02-16 00:00:00,recruiter_note,internal,"Client background vendor running behind, expect another few days.",process_delay,Communication references a delay in the recruitment process.,is the delay normal? getting a little anxious about the timing. Thank you,,28.3,0.6,medium,likely_template,PENDING,,,
REV-0167,EV-c561d4448e6c,APP-01509,LOG-010632,2024-07-26 00:00:00,candidate_message,candidate_facing,just want to understand how stable this assignment is beffore I commit.,job_security_concern,Candidate asks about role stability or long-term security.,not sure if this matters but how logn do these contracts usually run at this client?,Discussed typical assignment duration at this client with candidate.,5.2,0.6,high,repeated_but_usable,PENDING,,,
REV-0168,EV-d501e195ef32,APP-01561,LOG-010992,2024-12-06 00:00:00,recruiter_note,internal,"Update - candidate hedging on timeline, referenced an internal conversation at current job. Will check in again in a few days.",current_employer_activity,Candidate references activity or conversations at their current employer.,"still sortting a few things internally, can I get back to you in a day or two?","FYI, candidate mentioned current employer reached out. Sounded less certain today. Keeping an eye on thiis one.",44.8,0.75,high,repeated_but_usable,PENDING,,,
REV-0169,EV-453d11625e67,APP-01565,LOG-011015,2024-11-04 00:00:00,candidate_message,candidate_facing,jut want to understand how stable this assignment is before I commit.,job_security_concern,Candidate asks about role stability or long-term security.,"Candidate asked about contract length/conversion path, gave what info we have.","Candidate asked about contract length/conversion path, gaev what info we have. Noted for the file.",21.5,0.6,high,repeated_but_usable,PENDING,,,
REV-0170,EV-956aa117c881,APP-01566,LOG-011026,2024-11-23 00:00:00,candidate_message,candidate_facing,is the delay normal? gettnig a little anxious about the timing.,process_delay,Communication references a delay in the recruitment process.,"Background chek still processing, notified candidate of delay. Nothing further to add right now.",,4.4,0.6,high,repeated_but_usable,PENDING,,,
REV-0171,EV-8fe8231e9185,APP-01574,LOG-011078,2025-04-22 00:00:00,candidate_message,candidate_facing,"still figuring some things out on my end, just to double check, nothing major.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,"still figuring soem thnigs out on my end, not sure if this matters but nothing major. Talk soon",Candidate mentioned a conversation with their current mnager on last week. Later cited unrelated reason for withdrawal.,75.6,0.6,high,repeated_but_usable,PENDING,,,
REV-0172,EV-17239d3b5cd5,APP-01574,LOG-011083,2025-05-04 00:00:00,recruiter_note,internal,Candidate said compensation was 'not a concern' but asked about job security three separate times. Noted for the file.,compensation_concern,Candidate raises a question or concern about compensation.,Candidate mentioned a conversation with their current manager on Tuesday's check-in. Later cited unrelated reason for withdrawal. Flagging for visibility.,had a conversation come up that,4.1,0.6,high,repeated_but_usable,PENDING,,,
REV-0173,EV-288dc0e98f34,APP-01631,LOG-011464,2024-11-15 00:00:00,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today.,current_employer_activity,Candidate references activity or conversations at their current employer.,Brief call - candidate said manager asked to speak with them again. Will follw up tomorrow.,"Hello, current employer found out and wants to keep me, goign back and forth on it.",6.6,0.75,medium,likely_template,PENDING,,,
REV-0174,EV-761e5cbb7b3e,APP-01638,LOG-011519,2025-04-05 00:00:00,recruiter_note,internal,Candidate said compensation was 'not a concern' but asked about job security three separate times.,compensation_concern,Candidate raises a question or concern about compensation.,Candidate mentioned a conversation with their current mangaer on last week. Later cited unrelated reason for withdrawal. No action needed at this time.,Candidate said compensation was 'not a concern' but asked about job security three separate times. No action needed at this time.,27.6,0.6,medium,likely_template,PENDING,,,
REV-0175,EV-5aefa0cc92ea,APP-01657,LOG-011655,2025-03-09 00:00:00,candidate_message,candidate_facing,"thanks so muhc for checking in, really appreciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,"Weekly touchpoint completed, candidate expressed appreciation for communication.","Proactive check-in call, canddiate remains highly engaged and positive. No action neeed at this time.",8.1,0.6,high,same_application_duplicate,PENDING,,,
REV-0176,EV-0c5755e5618c,APP-01662,LOG-011694,2025-04-11 00:00:00,recruiter_note,internal,Candidate mentioned a conversation with their current manager on Tuesday's check-in. Later cited unrelated reason for withdrawal. Keeping an eye on this one.,current_employer_activity,Candidate references activity or conversations at their current employer.,had a conversation come up thta I need to think through. Appreciate it,had a conversaiton come up that I need to think through.,81.8,0.75,high,repeated_but_usable,PENDING,,,
REV-0177,EV-2bc55d0c4076,APP-01672,LOG-011769,2025-01-16 00:00:00,recruiter_note,internal,"Sent candidate an update on offer letter timeline, they were understanding. Nothing further to add right now.",documentation,"Reference to offer letter, paperwork, or background check status.","haven't seen anything in my inbox, wanted to follow up.","still waitig on the paperwork, not sure if this matters but just making sure nothing got lost. Appreciate it",56.0,0.6,high,repeated_but_usable,PENDING,,,
REV-0178,EV-dc8a3e62d504,APP-01687,LOG-011848,2024-07-24 00:00:00,candidate_message,candidate_facing,"Good morning, tring to work out my notice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",Quick note - working with candidate and client to adjust start date around ntice period. Will chek in again in a few days.,boss is asing me to stay longer than I expected to finish up a project.,86.2,0.6,high,same_application_duplicate,PENDING,,,
REV-0179,EV-1647640e46b4,APP-01692,LOG-011879,2024-12-22 00:00:00,candidate_message,candidate_facing,"my current employer wants one weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,Working with candidate and client to adjust start date around notice period. Will circle back if anything changes.,,4.1,0.75,medium,same_application_duplicate,PENDING,,,
REV-0180,EV-261aa41abf80,APP-01695,LOG-011896,2025-07-20 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,"Routine pre-start confirmation call, no concerns. Will circle back if anything changes.",Post-interview check-in with candidate - they felt it wet fine. Will check in again in a few days.,0.9,0.45,medium,likely_template,PENDING,,,
REV-0181,EV-c0157493aca6,APP-01696,LOG-011905,2024-04-19 00:00:00,candidate_message,candidate_facing,"don't have reliable transportation to that site every day, mighht be an issue.",location_commute,Candidate raises a comment or concern about commute/location.,"Candidaate raised commute/transportation concern, discussed options.","Candidate raised commute/transportation concern, dscussed options.",47.4,0.6,high,repeated_but_usable,PENDING,,,
REV-0182,EV-96c44732a389,APP-01700,LOG-011938,2024-07-08 00:00:00,candidate_message,candidate_facing,"not totally sure how tht interview went, kind of it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,"not totally sure how that interiew went, just to double check, it felt a little off.","Candidate confirmed receeipt of details, no questions. No action needed at this time.",15.1,0.6,high,repeated_but_usable,PENDING,,,
REV-0183,EV-fca4df1ba99f,APP-01723,LOG-012112,2024-05-06 00:00:00,recruiter_note,internal,"Discussed shift scehdule concerns with candidate, chcked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,"Discussed shift schhedule concerns with candidate, checked wiith client on flexibility. No action needed at this time.","Discussed shift schedule concerns wtih candidate, checked with client on flexibility. Keeping an eye on this one.",6.8,0.6,high,unique,PENDING,,,
REV-0184,EV-d6daac766c9f,APP-01732,LOG-012171,2024-10-15 00:00:00,candidate_message,candidate_facing,"just checking, did the offer letter go out yet?",documentation,"Reference to offer letter, paperwork, or background check status.","Hi there, still witing on the paperwork, just to double check, jut makking sure nothing got lost.","Hello, just checking, did the offer letter go out yet? Thanks!",2.2,0.6,medium,same_application_duplicate,PENDING,,,
REV-0185,EV-d2ad03d10f92,APP-01759,LOG-012370,2025-02-02 00:00:00,recruiter_note,internal,Candidate said compensation was 'not a concern' but asked about job security three sepparate times. Noted for the file.,compensation_concern,Candidate raises a question or concern about compensation.,,"still figuring some things out on my end, just to double check, nothing major.",3.1,0.6,high,unique,PENDING,,,
REV-0186,EV-cdf14182e52c,APP-01770,LOG-012426,2024-03-23 00:00:00,candidate_message,candidate_facing,"Goood morning, sounds good, thank you!",responsiveness,"Candidate gives a brief, low-elaboration response.","sonuds good, thank you!","sounds good, thank you! Apprecite it",66.4,0.45,medium,unique,PENDING,,,
REV-0187,EV-cad37e4fee39,APP-01772,LOG-012441,2024-07-17 00:00:00,candidate_message,candidate_facing,"Good morning, great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,,"perfect, thanks for confirming.",9.8,0.6,medium,repeated_but_usable,PENDING,,,
REV-0188,EV-b78eb14c750a,APP-01789,LOG-012555,2024-07-18 00:00:00,candidate_message,candidate_facing,"Hey, so excited about ths opportunity, thank you!",commitment_language,Candidate uses language expressing forward commitment to the role.,Candidate very positive about role and companny during screen.,really appreciate you thinking of me for thiis one!,3.9,0.6,medium,same_application_duplicate,PENDING,,,
REV-0189,EV-df39b432c634,APP-01789,LOG-012556,2024-08-04 00:00:00,candidate_message,candidate_facing,really appreciate you thinking of me for thiis one!,candidate_excitement,Candidate expresses positive sentiment about the role or process.,"Hey, so excited about ths opportunity, thank you!",,8.0,0.6,high,repeated_but_usable,PENDING,,,
REV-0190,EV-e3c1459aa391,APP-01797,LOG-012607,2024-03-26 00:00:00,recruiter_note,internal,"Candidate asked seveeral onboarding logistics questions, answered all of them. No acction needed at this time.",onboarding_process,Candidate asks about onboarding logistics.,,"sorry to ask again, but whaat should I bring on day one? Thank you",4.6,0.45,high,unique,PENDING,,,
REV-0191,EV-1f5f60eb6c07,APP-01810,LOG-012697,2025-04-23 00:00:00,candidate_message,candidate_facing,is there any flexibility on the shift start time?,schedule_shift,Candidate raises a comment about shift or schedule.,"Discused shift schedule concerns with candidate, checked with client on flexibility. Keeping an eye on this one.","Discussed shift schedule concerns with candidate, checked with client on flexibility. Nothing further to add right now.",74.0,0.6,medium,same_application_duplicate,PENDING,,,
REV-0192,EV-3aa9fdfa5050,APP-01816,LOG-012725,2025-06-26 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding steps complete. Keeping an eye on this one.,onboarding_process,Candidate asks about onboarding logistics.,Candidate conirmed all onboarding steps complete.,"great, see you then.",5.9,0.45,high,repeated_but_usable,PENDING,,,
REV-0193,EV-39539ed3a67d,APP-01829,LOG-012813,2025-02-05 00:00:00,candidate_message,candidate_facing,the rate is a little lwer than I was expecting honestly.,compensation_concern,Candidate raises a question or concern about compensation.,,the rate is a little lower than I was expecting honestly.,11.4,0.6,high,same_application_duplicate,PENDING,,,
REV-0194,EV-d3514da81f58,APP-01842,LOG-012892,2024-09-10 00:00:00,recruiter_note,internal,"Update - background check still processing, notified candidate of delay. Will circle back if anything changes.",process_delay,Communication references a delay in the recruitment process.,is the delay normal? getting a little anxious about the timing. Thanks,any update on the background check? juust want to plan around it.,3.9,0.6,high,same_application_duplicate,PENDING,,,
REV-0195,EV-44a260d15253,APP-01842,LOG-012897,2024-09-29 00:00:00,recruiter_note,internal,"Update - bcakground check still processing, notified candidate of delay. Keeping an eye on this one.",process_delay,Communication references a delay in the recruitment process.,Client requested a few days to circle bcak after interview.,"Backgrond check still processing, notified candidate of delay. Noted for the file.",7.1,0.6,high,unique,PENDING,,,
REV-0196,EV-00cb1c4db921,APP-01845,LOG-012924,2024-12-02 00:00:00,candidate_message,candidate_facing,the scope sounds a little different than wht we discussed earlier.,expectation_setting,Communication reflects clarification or mismatch of role expectations.,Clarified updated roe scope with candidate after client changed requirements.,"wait, I thought this role was more focused on client support, is thaat still the case?",32.0,0.6,high,repeated_but_usable,PENDING,,,
REV-0197,EV-7ba2e9320a78,APP-01871,LOG-013118,2024-11-02 00:00:00,candidate_message,candidate_facing,would prefer day shift if that's possible at all.,schedule_shift,Candidate raises a comment about shift or schedule.,"the schedule might conflict with childcare, seeing what I can work out.","Quick note - disucssed shift schedule concerns with candidate, checked with clietn on flexibility. No action needed at this time.",48.7,0.6,medium,likely_template,PENDING,,,
REV-0198,EV-90644e65fca9,APP-01875,LOG-013162,2024-09-02 00:00:00,candidate_message,candidate_facing,the rate is a little lower than I was expecting honestly.,compensation_concern,Candidate raises a question or concern about compensation.,Caandidate seems okay with comp after clarifying overtime/differential.,Quick note - candidate raised comp concerns. Walked through totla package again. Flagging for visibility.,62.8,0.6,medium,likely_template,PENDING,,,
REV-0199,EV-ca46801e8636,APP-01879,LOG-013196,2024-09-21 00:00:00,candidate_message,candidate_facing,"Hello, my current employer wants three weeks notice, is tat going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,"trying to work out my notice period, migght push the start date a bit. Talk soon","trying to work out my notice period, might psh the start date a bit.",1.6,0.75,high,same_application_duplicate,PENDING,,,
REV-0200,EV-4e3a866d6d02,APP-01879,LOG-013197,2024-10-01 00:00:00,candidate_message,candidate_facing,"trying to work out my notice period, might psh the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.","Hello, my current employer wants three weeks notice, is tat going to be a problem?",Discussed notice period - candidate's current employr requesting longer transition. Will circle bck if anything changes.,3.0,0.6,high,repeated_but_usable,PENDING,,,
REV-0201,EV-acf4e8351bc2,APP-01880,LOG-013208,2025-05-15 00:00:00,recruiter_note,internal,"Per today's call, candidate confirmed all onboarding steps complete.",onboarding_process,Candidate asks about onboarding logistics.,"Standard check-in, no issues reported.","Hi there, sounds good, thank you!",10.9,0.45,high,repeated_but_usable,PENDING,,,
REV-0202,EV-272e93130208,APP-01932,LOG-013560,2025-06-22 00:00:00,candidate_message,candidate_facing,"have another opportunity movving along too, trying to figure out timing.",alternative_opportunity,Candidate references a parallel or competing opportunity.,"I'm also in proccess with another company, wanted to be transparent about that. Talk soon","I'm also in process with another company, wanted to be transparent about that.",38.9,0.75,high,repeated_but_usable,PENDING,,,
REV-0203,EV-fb6382447c98,APP-01952,LOG-013699,2025-06-23 00:00:00,candidate_message,candidate_facing,the rate is a little lower thhan I was expecting honestly.,compensation_concern,Candidate raises a question or concern about compensation.,"Client interview wrapped up, awaiting scorecard.","Good afternoon, the rate is a little lower",55.1,0.6,high,repeated_but_usable,PENDING,,,
REV-0204,EV-df6315d09da1,APP-01954,LOG-013716,2024-10-20 00:00:00,candidate_message,candidate_facing,"sounds good, thnk you!",responsiveness,"Candidate gives a brief, low-elaboration response.","Good morning, perfect, tahnks for","Hey, perfect, thanks for confirming. Thakns",3.8,0.45,medium,repeated_but_usable,PENDING,,,
REV-0205,EV-ac493d39215b,APP-01961,LOG-013753,2024-03-02 00:00:00,recruiter_note,internal,"Clarified work arrangement with candidate, some confusion from job posting language.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,"Clarified work arrangement with candidate, some cofnusion from job posting language.","Candidate surprised by onsite expectation, discussed further with client. Keeping an eye on thsi one.",8.8,0.6,medium,same_application_duplicate,PENDING,,,
REV-0206,EV-f54f4ac5cb5c,APP-01961,LOG-013762,2024-03-21 00:00:00,recruiter_note,internal,"Candidate surprised by onsite expectation, discussed further with client.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,"FYI, candidate surprised by onsite expectation, discussed further with client.",,1.5,0.6,medium,likely_template,PENDING,,,
REV-0207,EV-0cbe2826bcb9,APP-01969,LOG-013807,2024-06-12 00:00:00,candidate_message,candidate_facing,ok,responsiveness,"Candidate gives a brief, low-elaboration response.",sure,Candidate less enaged on last two calls compared to initial screen. No action needed at this time.,12.6,0.45,low,likely_template,PENDING,,,
REV-0208,EV-a6cb0f47459e,APP-01969,LOG-013806,2024-06-12 00:00:00,candidate_message,candidate_facing,sure,responsiveness,"Candidate gives a brief, low-elaboration response.",Candidate less engaged on lst two calls compared to initial screen.,ok,4.9,0.45,low,same_application_duplicate,PENDING,,,
REV-0209,EV-4a750282fd44,APP-01985,LOG-013913,2024-04-24 00:00:00,candidate_message,candidate_facing,"haven't heard anything in a while, just checknig if there's an update.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,"Good afternoon, haven't heeard anything in a while, just checking if there's an update.",following up again - wanted to make sure everything is still on track.,7.9,0.6,high,repeated_but_usable,PENDING,,,
REV-0210,EV-0781a8f78254,APP-01987,LOG-013923,2024-11-08 00:00:00,recruiter_note,internal,"Sent candidate an udpate on offer letter timeline, they were understanding. Noted for the file.",documentation,"Reference to offer letter, paperwork, or background check status.","Good morning, still waiting on the paperwork, not sure if this matters but jusst makking sure nothing got lost. Thanks","Sent candidate an udate on offer lettr timeline, they were understanding.",8.4,0.6,high,repeated_but_usable,PENDING,,,
REV-0211,EV-d95b8e622df0,APP-02015,LOG-014140,2024-04-05 00:00:00,candidate_message,candidate_facing,when do benefits kick in exactly?,candidate_questions,Candidate asks a direct question.,want to compare benefits before I maake a final call.,want to compare benefits bfore I make a final call.,25.8,0.45,medium,likely_template,PENDING,,,
REV-0212,EV-3888377458ea,APP-02020,LOG-014176,2024-05-20 00:00:00,decline_statement,candidate_facing,"The onsite requirement doesn't work with my situation, have to pass.",withdrawal_language,Communication contains explicit withdrawal or declination language.,"wait, is this fully remote or do I need to come in sometimes? Thanks!",,6.3,0.75,high,same_application_duplicate,PENDING,,,
REV-0213,EV-12f7f5a74790,APP-02029,LOG-014212,2025-01-20 00:00:00,candidate_message,candidate_facing,"still waiiting on the paperwork, sort of just making sure nothing got lost. Talk soon",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,"Hey, still waiting on the paperwork, I think just making sure nothing got lost.","juts checking, did the offer letter go out yet? Appreciate it",6.2,0.6,high,same_application_duplicate,PENDING,,,
REV-0214,EV-d6f6543d1ed2,APP-02031,LOG-014233,2024-05-16 00:00:00,candidate_message,candidate_facing,really appreciate you thinking of me for this one!,candidate_excitement,Candidate expresses positive sentiment about the role or process.,,Candidate very positive about role and company during screen. Will circle back if anything changes.,6.5,0.6,high,repeated_but_usable,PENDING,,,
REV-0215,EV-99224a68a8ba,APP-02034,LOG-014250,2024-07-16 00:00:00,candidate_message,candidate_facing,"Hey, is the delay normal? getting a little anxious aout the timing.",process_delay,Communication references a delay in the recruitment process.,is the delay normal? getting a little anxious abot the timing. Best,Background check returned a discrepancy that needs to be resolved befoe we can proceed. No action needed at this time.,5.0,0.6,high,unique,PENDING,,,
REV-0216,EV-1dd025a514d6,APP-02043,LOG-014294,2025-05-23 00:00:00,candidate_message,candidate_facing,is the delay normal? getting a little anxious abbout the timing.,process_delay,Communication references a delay in the recruitment process.,"Quick note - background check still processing, notified candidate of delay.","Quick note - client background vendor running behind, expect another few days. Keeping an eye on this one.",6.7,0.6,high,unique,PENDING,,,
REV-0217,EV-458b90898d5f,APP-02058,LOG-014410,2024-09-27 00:00:00,candidate_message,candidate_facing,the rate is a little lower thna I was expecting honestly.,compensation_concern,Candidate raises a question or concern about compensation.,,"Client interview wrapped up, awaiting scorecard.",9.4,0.6,high,unique,PENDING,,,
REV-0218,EV-b11faacb82bd,APP-02058,LOG-014412,2024-10-06 00:00:00,candidate_message,candidate_facing,"Hey, still thinking abut the comp, want to make sure the math works out. TY",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,"Client interview wrapped up, awaiting scorecard.","can we revisit the pay rate, just to double check, it's close but not quite whee I need it.",94.0,0.6,high,same_application_duplicate,PENDING,,,
REV-0219,EV-8afeb87887c5,APP-02070,LOG-014500,2024-04-13 00:00:00,candidate_message,candidate_facing,the rate is a little lower than I was expecting honestly.,compensation_concern,Candidate raises a question or concern about compensation.,"appreciate the offer, just want to double check there's no room on the rate. Talk soon",Candidate seems okay wth comp after clarifying overtime/differential. Keeping an eye on this one.,67.6,0.6,medium,likely_template,PENDING,,,
REV-0220,EV-eccf7fda2ab2,APP-02077,LOG-014553,2024-09-02 00:00:00,recruiter_note,internal,Caniddate confirmed all onboarding steps complete. No action needed at this time.,onboarding_process,Candidate asks about onboarding logistics.,"understood, appreciate it.","great, see you then. Talk son",4.9,0.45,high,repeated_but_usable,PENDING,,,
REV-0221,EV-3548704c67c4,APP-02087,LOG-014621,2025-06-05 00:00:00,candidate_message,candidate_facing,"traffic to that location is rough, still deciding if it's manageable.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,"Candidate raised commute/transportation concern, discussed options.","just realized the commute is longer thhan I thought, thinking it through.",8.7,0.6,medium,same_application_duplicate,PENDING,,,
REV-0222,EV-a51bb8db31a0,APP-02098,LOG-014702,2025-08-29 00:00:00,candidate_message,candidate_facing,"great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,"understood, appreciate it. Thanks!","Upadte - routine pre-start confirmation call, no concerns.",2.5,0.6,medium,likely_template,PENDING,,,
REV-0223,EV-d34e69cfef3c,APP-02106,LOG-014752,2025-03-27 00:00:00,candidate_message,candidate_facing,is the delay normal? getting a little...,process_delay,Communication references a delay in the recruitment process.,is the delay normal? getting a little annxious about the timing.,"Good morning, any update on the background check? just want to plan arond it.",63.0,0.6,medium,repeated_but_usable,PENDING,,,
REV-0224,EV-78992cf9b8c4,APP-02111,LOG-014787,2024-03-11 00:00:00,recruiter_note,internal,"Discussed shift schdule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,"the schedule might conflict with childcare, seeing whta I can work out.",would prefer day shift if that's,7.7,0.6,high,repeated_but_usable,PENDING,,,
REV-0225,EV-76a5bc36511f,APP-02113,LOG-014799,2024-04-30 00:00:00,candidate_message,candidate_facing,following up again - wanted to make sure everything is still on track.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,"Candidate reached out asking for status, we had gone quiet on our end.","haven't heard anything in a while, jusst checking if there's an update. thx!",8.6,0.6,medium,likely_template,PENDING,,,
REV-0226,EV-c88364d403d6,APP-02118,LOG-014830,2024-03-09 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,,"Discussed shift schedule concerns wih candidate, checked with client on flexibility.",9.3,0.6,medium,likely_template,PENDING,,,
REV-0227,EV-7ad3b6adbcff,APP-02128,LOG-014889,2024-11-17 00:00:00,candidate_message,candidate_facing,"have another opportunity moving along too, trying to figure out timing.",alternative_opportunity,Candidate references a parallel or competing opportunity.,"Candidate mentioned competing process, seems to be weighing both.","Hi there, got some news on the other role I mentioned, still deciding.",42.8,0.75,medium,likely_template,PENDING,,,
REV-0228,EV-4450fb6d8828,APP-02128,LOG-014891,2024-12-04 00:00:00,candidate_message,candidate_facing,"I'm also in process with another company, wanted to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,"Hi there, got some news on the other role I mentioned, still deciding.","I'm alos in process with another company, wanted to be transparent abot that.",8.8,0.75,medium,likely_template,PENDING,,,
REV-0229,EV-2a79d3afb60b,APP-02128,LOG-014890,2024-12-04 00:00:00,candidate_message,candidate_facing,"Hi there, got some news on the other role I mentioned, still deciding.",alternative_opportunity,Candidate references a parallel or competing opportunity.,"have another opportunity moving along too, trying to figure out timing.","I'm also in process with another company, wanted to be transparent about that.",67.9,0.75,high,same_application_duplicate,PENDING,,,
REV-0230,EV-daf4566490df,APP-02129,LOG-014902,2025-06-25 00:00:00,candidate_message,candidate_facing,can you clarify how many dys...,expectation_setting,Communication reflects clarification or mismatch of role expectations.,"Clarified work arrangement with candidate, some confusion from job posting language.","thught this was hybrid, want to make sure I understand the schedule.",4.1,0.6,medium,unique,PENDING,,,
REV-0231,EV-ddf11089e9d1,APP-02130,LOG-014908,2024-04-27 00:00:00,recruiter_note,internal,"Start date moved again per client request, candidate updated. Will circle back if anything changes.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.","Start date moved again per client request, candidate updated. Will circle back if anything changes.","ok, and is this the final date or could it move again? Appreciate it",3.3,0.6,high,same_application_duplicate,PENDING,,,
REV-0232,EV-712f6dd6d268,APP-02134,LOG-014937,2025-03-14 00:00:00,candidate_message,candidate_facing,"just raelized the commute is longer than I thought, thinking it through. Thank you",location_commute,Candidate raises a comment or concern about commute/location.,"FYI, candidate raised commute/transportation concern, discussed options.","Hi there, just realized the commute is longer than I thought, thinking it through.",57.6,0.6,high,unique,PENDING,,,
REV-0233,EV-1fdaefc5391d,APP-02147,LOG-015021,2024-05-04 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, just to double check, just making sure nothing got lost. Thank you",process_delay,Communication references a delay in the recruitment process.,"Sent candidtae an update on offer letter timeline, they were understanding.",Client running behind on offer letter generation. Kept cndidate updated.,62.0,0.6,high,same_application_duplicate,PENDING,,,
REV-0234,EV-c2caa8e20104,APP-02153,LOG-015053,2025-02-02 00:00:00,decline_statement,candidate_facing,"Hi there, The benefits package isn't quite enough for my family's needs, have to pass. thx",withdrawal_language,Communication contains explicit withdrawal or declination language.,"Sent benefits summary to candidate again, answered follow-up questions. No action needed at this time.",,4.2,0.75,high,unique,PENDING,,,
REV-0235,EV-5c6022fdadce,APP-02157,LOG-015086,2024-09-10 00:00:00,candidate_message,candidate_facing,"got some newws on the other role I mentioned, still deciding. Talk soon",alternative_opportunity,Candidate references a parallel or competing opportunity.,"Candidate mentioned competing process, seems to be weighing both. Will follow up early next week.","Hi, The other process moved faster and I've committed there instead.",25.7,0.75,high,same_application_duplicate,PENDING,,,
REV-0236,EV-d43d145ca854,APP-02166,LOG-015145,2024-07-04 00:00:00,candidate_message,candidate_facing,"have another opportunity moving along too, trying to figure out timing.",alternative_opportunity,Candidate references a parallel or competing opportunity.,Candidate disclosed a parallel process with another firm. Discussed timeline expectations. Keeping an eye on this one.,"have another opportunity moving along too, trying to",32.0,0.75,medium,likely_template,PENDING,,,
