mapping_id,evidence_id,application_id,mechanism_id,mechanism_name,mapping_reason,supporting_context,contradictory_context,mapping_confidence,alternative_mechanism_id,alternative_reason,mapping_status,human_mapping_decision,human_selected_mechanism,human_mapping_notes
MAP-EV-cad37e4fee39,EV-cad37e4fee39,APP-01772,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-b78eb14c750a,EV-b78eb14c750a,APP-01789,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-df39b432c634,EV-df39b432c634,APP-01789,,,"Excitement/positive affect is an emotional signal, not by itself one of the frozen behavioral mechanisms.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-e3c1459aa391,EV-e3c1459aa391,APP-01797,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-1f5f60eb6c07,EV-1f5f60eb6c07,APP-01810,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3aa9fdfa5050,EV-3aa9fdfa5050,APP-01816,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-39539ed3a67d,EV-39539ed3a67d,APP-01829,BM-013,Anchoring,The compensation judgment is explicitly made relative to an earlier expectation or reference amount.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d3514da81f58,EV-d3514da81f58,APP-01842,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-44a260d15253,EV-44a260d15253,APP-01842,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-00cb1c4db921,EV-00cb1c4db921,APP-01845,BM-029,Uncertainty / Ambiguity Aversion,The mismatch/changed information creates ambiguity about what the role will actually involve.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-7ba2e9320a78,EV-7ba2e9320a78,APP-01871,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-90644e65fca9,EV-90644e65fca9,APP-01875,BM-013,Anchoring,The compensation judgment is explicitly made relative to an earlier expectation or reference amount.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-ca46801e8636,EV-ca46801e8636,APP-01879,BM-001,Status Quo Bias,Status Quo Bias — candidate shows hesitation or resistance to leaving the current/familiar job situation and moving to the new role. This is a proposed behavioral interpretation for human validation; recruiter follow-up should collect the candidate's specific reasons rather than assume the cause.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-4e3a866d6d02,EV-4e3a866d6d02,APP-01879,BM-029,Uncertainty / Ambiguity Aversion,The candidate is seeking certainty or reacting to uncertainty around the expected joining date.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-acf4e8351bc2,EV-acf4e8351bc2,APP-01880,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-272e93130208,EV-272e93130208,APP-01932,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-fb6382447c98,EV-fb6382447c98,APP-01952,BM-013,Anchoring,The compensation judgment is explicitly made relative to an earlier expectation or reference amount.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-df6315d09da1,EV-df6315d09da1,APP-01954,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-ac493d39215b,EV-ac493d39215b,APP-01961,BM-029,Uncertainty / Ambiguity Aversion,The mismatch/changed information creates ambiguity about what the role will actually involve.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-f54f4ac5cb5c,EV-f54f4ac5cb5c,APP-01961,BM-006,Friction,The work arrangement creates a concrete effort/commute obstacle.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-0cbe2826bcb9,EV-0cbe2826bcb9,APP-01969,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-a6cb0f47459e,EV-a6cb0f47459e,APP-01969,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-4a750282fd44,EV-4a750282fd44,APP-01985,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-0781a8f78254,EV-0781a8f78254,APP-01987,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d95b8e622df0,EV-d95b8e622df0,APP-02015,,,"A question is evidence of information seeking, but the content does not clearly satisfy a frozen behavioral mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3888377458ea,EV-3888377458ea,APP-02020,BM-021,Reactance,"The candidate's hesitation appears connected to perceived pressure, imposed requirements, or reduced freedom of choice.",,,N/A,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-12f7f5a74790,EV-12f7f5a74790,APP-02029,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d6f6543d1ed2,EV-d6f6543d1ed2,APP-02031,,,"Excitement/positive affect is an emotional signal, not by itself one of the frozen behavioral mechanisms.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-99224a68a8ba,EV-99224a68a8ba,APP-02034,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-1dd025a514d6,EV-1dd025a514d6,APP-02043,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-458b90898d5f,EV-458b90898d5f,APP-02058,BM-013,Anchoring,The compensation judgment is explicitly made relative to an earlier expectation or reference amount.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-b11faacb82bd,EV-b11faacb82bd,APP-02058,,,"Hesitation is observable, but its behavioral mechanism is not established by the available context.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-8afeb87887c5,EV-8afeb87887c5,APP-02070,BM-013,Anchoring,The compensation judgment is explicitly made relative to an earlier expectation or reference amount.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-eccf7fda2ab2,EV-eccf7fda2ab2,APP-02077,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3548704c67c4,EV-3548704c67c4,APP-02087,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-a51bb8db31a0,EV-a51bb8db31a0,APP-02098,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d34e69cfef3c,EV-d34e69cfef3c,APP-02106,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-78992cf9b8c4,EV-78992cf9b8c4,APP-02111,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-76a5bc36511f,EV-76a5bc36511f,APP-02113,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c88364d403d6,EV-c88364d403d6,APP-02118,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-7ad3b6adbcff,EV-7ad3b6adbcff,APP-02128,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-4450fb6d8828,EV-4450fb6d8828,APP-02128,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-2a79d3afb60b,EV-2a79d3afb60b,APP-02128,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-daf4566490df,EV-daf4566490df,APP-02129,BM-029,Uncertainty / Ambiguity Aversion,The mismatch/changed information creates ambiguity about what the role will actually involve.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-ddf11089e9d1,EV-ddf11089e9d1,APP-02130,BM-029,Uncertainty / Ambiguity Aversion,The candidate is seeking certainty or reacting to uncertainty around the expected joining date.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-712f6dd6d268,EV-712f6dd6d268,APP-02134,BM-001,Status Quo Bias,Commute/transport evidence indicates resistance or hesitation about changing an established travel routine to adapt to the new job location; proposed as Status Quo Bias for human validation.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-1fdaefc5391d,EV-1fdaefc5391d,APP-02147,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c2caa8e20104,EV-c2caa8e20104,APP-02153,BM-021,Reactance,"The candidate's hesitation appears connected to perceived pressure, imposed requirements, or reduced freedom of choice.",,,N/A,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-5c6022fdadce,EV-5c6022fdadce,APP-02157,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d43d145ca854,EV-d43d145ca854,APP-02166,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-285b960b1d75,EV-285b960b1d75,APP-02168,,,Withdrawal is an outcome/action; without an explicit reason it should not be forced into a behavioral mechanism.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-bac7c12b53db,EV-bac7c12b53db,APP-02172,BM-029,Uncertainty / Ambiguity Aversion,The candidate is seeking certainty or reacting to uncertainty around the expected joining date.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-57b28a67e950,EV-57b28a67e950,APP-02176,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-ee182295b21e,EV-ee182295b21e,APP-02176,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-24ad6fb33fc7,EV-24ad6fb33fc7,APP-02182,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-eade44e8bb1a,EV-eade44e8bb1a,APP-02194,BM-029,Uncertainty / Ambiguity Aversion,The mismatch/changed information creates ambiguity about what the role will actually involve.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-fbc025d6599f,EV-fbc025d6599f,APP-02196,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-344644837c14,EV-344644837c14,APP-02201,,,"A question is evidence of information seeking, but the content does not clearly satisfy a frozen behavioral mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-b67a1e011556,EV-b67a1e011556,APP-02203,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-22d811c1ca1c,EV-22d811c1ca1c,APP-02204,,,"A pay concern is present, but the frozen library requires a reference comparison or fairness frame before assigning Anchoring/Fairness.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3d1855bd6c30,EV-3d1855bd6c30,APP-02211,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d391bfe02f99,EV-d391bfe02f99,APP-02218,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-2da62a181dc7,EV-2da62a181dc7,APP-02224,BM-001,Status Quo Bias,Status Quo Bias — candidate shows hesitation or resistance to leaving the current/familiar job situation and moving to the new role. This is a proposed behavioral interpretation for human validation; recruiter follow-up should collect the candidate's specific reasons rather than assume the cause.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-6b182ec8fdfb,EV-6b182ec8fdfb,APP-02225,BM-006,Friction,The work arrangement creates a concrete effort/commute obstacle.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d0f9d5882081,EV-d0f9d5882081,APP-02237,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-a38d85d56610,EV-a38d85d56610,APP-02249,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3e2a86adad39,EV-3e2a86adad39,APP-02256,BM-010,Endowment Effect,"The candidate appears to place extra value on something already held, such as the current role, benefits, arrangement, or position, making the change harder.",,,N/A,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-8560d375ea74,EV-8560d375ea74,APP-02281,BM-029,Uncertainty / Ambiguity Aversion,The candidate is seeking certainty or reacting to uncertainty around the expected joining date.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-f226d2f3f2e8,EV-f226d2f3f2e8,APP-02284,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-7fde00df2b99,EV-7fde00df2b99,APP-02285,BM-001,Status Quo Bias,Status Quo Bias — candidate shows hesitation or resistance to leaving the current/familiar job situation and moving to the new role. This is a proposed behavioral interpretation for human validation; recruiter follow-up should collect the candidate's specific reasons rather than assume the cause.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-9c3afd069230,EV-9c3afd069230,APP-02306,BM-006,Friction,The work arrangement creates a concrete effort/commute obstacle.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-b36a5e4bc55f,EV-b36a5e4bc55f,APP-02320,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-9afef2f32c18,EV-9afef2f32c18,APP-02320,,,"A question is evidence of information seeking, but the content does not clearly satisfy a frozen behavioral mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-6949dc9fef3f,EV-6949dc9fef3f,APP-02324,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-1295af6c0acd,EV-1295af6c0acd,APP-02325,,,"Excitement/positive affect is an emotional signal, not by itself one of the frozen behavioral mechanisms.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-29b66f3fbf4f,EV-29b66f3fbf4f,APP-02325,,,"Excitement/positive affect is an emotional signal, not by itself one of the frozen behavioral mechanisms.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d888fa583529,EV-d888fa583529,APP-02345,BM-001,Status Quo Bias,Commute/transport evidence indicates resistance or hesitation about changing an established travel routine to adapt to the new job location; proposed as Status Quo Bias for human validation.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-9da1d65429b1,EV-9da1d65429b1,APP-02355,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-7cab3aeba3fe,EV-7cab3aeba3fe,APP-02355,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d11f5319b787,EV-d11f5319b787,APP-02372,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-8974070decc9,EV-8974070decc9,APP-02382,,,"Contradictory information is flagged, but the behavioral consequence is not explicit.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-043c266a54c5,EV-043c266a54c5,APP-02415,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-97aa10ba2e01,EV-97aa10ba2e01,APP-02429,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-5fe74ff9714b,EV-5fe74ff9714b,APP-02436,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-8fbf8d69341c,EV-8fbf8d69341c,APP-02442,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-5a4434a126a7,EV-5a4434a126a7,APP-02456,,,"A pay concern is present, but the frozen library requires a reference comparison or fairness frame before assigning Anchoring/Fairness.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-952054715725,EV-952054715725,APP-02460,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-ac5af1ee2075,EV-ac5af1ee2075,APP-02469,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-8546215c5336,EV-8546215c5336,APP-02475,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
