evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,evidence_strength,context_before,context_after,response_latency_hours,extractor_confidence,review_status,reviewer_notes
EV-de3993250998,APP-01067,LOG-007465,2024-10-26 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, sort of just making sure nothing got lost.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Offer letter delayed on client side, candidate starting to ask about it.","The delay on the offer letter made me nervous, ended up taaking another option.",48.3,0.6,pending,
EV-26b6e745f994,APP-01067,LOG-007465,2024-10-26 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, sort of just making sure nothing got lost.",process_delay,Communication references a delay in the recruitment process.,moderate,"Offer letter delayed on client side, candidate starting to ask about it.","The delay on the offer letter made me nervous, ended up taaking another option.",48.3,0.6,pending,
EV-d601291c76b6,APP-01067,LOG-007466,2024-10-27 00:00:00,withdrawal_statement,candidate_facing,"The delay on the offer letter made me nervous, ended up taaking another option.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"still waiting on the paperwork, sort of just making sure nothing got lost.",,37.7,0.6,pending,
EV-cc1106d85792,APP-01067,LOG-007466,2024-10-27 00:00:00,withdrawal_statement,candidate_facing,"The delay on the offer letter made me nervous, ended up taaking another option.",process_delay,Communication references a delay in the recruitment process.,moderate,"still waiting on the paperwork, sort of just making sure nothing got lost.",,37.7,0.6,pending,
EV-2c5e8e7a1c23,APP-01068,LOG-007471,2024-03-26 00:00:00,candidate_message,candidate_facing,"so excited about this opportunity, thank you!",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,"Hi, so excitd about this opportunity, thank you!",,2.7,0.6,pending,
EV-070810b12353,APP-01068,LOG-007471,2024-03-26 00:00:00,candidate_message,candidate_facing,"so excited about this opportunity, thank you!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,"Hi, so excitd about this opportunity, thank you!",,2.7,0.6,pending,
EV-4d1b7786c6c6,APP-01070,LOG-007476,2024-08-27 00:00:00,recruiter_note,internal,Canidate mentioned a conversation with tehir current manager on the prior call. Later cited unrelated reason for withdrawal.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,,"still figuring some tings out on my end, not sure if this matters but nothing major.",4.8,0.75,pending,
EV-80e26d3d5dcb,APP-01070,LOG-007477,2024-09-11 00:00:00,candidate_message,candidate_facing,"still figuring some tings out on my end, not sure if this matters but nothing major.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,Canidate mentioned a conversation with tehir current manager on the prior call. Later cited unrelated reason for withdrawal.,Candidate mentioned a conversation with ther current manager on lat week. Later cited unrelated reason for withdrawal.,9.2,0.6,pending,
EV-f6b40ef99844,APP-01070,LOG-007478,2024-09-24 00:00:00,recruiter_note,internal,Candidate mentioned a conversation with ther current manager on lat week. Later cited unrelated reason for withdrawal.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"still figuring some tings out on my end, not sure if this matters but nothing major.","Hi, still figuring some things out on my end, just to double check, nothing major. TY",4.6,0.75,pending,
EV-fed4045b4e29,APP-01070,LOG-007479,2024-10-01 00:00:00,candidate_message,candidate_facing,"Hi, still figuring some things out on my end, just to double check, nothing major. TY",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,Candidate mentioned a conversation with ther current manager on lat week. Later cited unrelated reason for withdrawal.,Candidate said compensation was 'not a concern' but asked about job security three separate times. Will check in again in a few days.,7.9,0.6,pending,
EV-15911452b91e,APP-01070,LOG-007480,2024-10-06 00:00:00,recruiter_note,internal,Candidate said compensation was 'not a concern' but asked about job security three separate times. Will check in again in a few days.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,"Hi, still figuring some things out on my end, just to double check, nothing major. TY","comp is fine, jut not sure about long term stability here, going to pass.",7.9,0.6,pending,
EV-de94ff4c577b,APP-01070,LOG-007481,2024-10-09 00:00:00,withdrawal_statement,candidate_facing,"comp is fine, jut not sure about long term stability here, going to pass.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,Candidate said compensation was 'not a concern' but asked about job security three separate times. Will check in again in a few days.,,2.1,0.6,pending,
EV-c911c9d6be96,APP-01071,LOG-007484,2024-12-09 00:00:00,candidate_message,candidate_facing,"sorry to ask again, but waht should I bring on day one? Thanks!",onboarding_process,Candidate asks about onboarding logistics.,weak,"sorry to ask again, but what should",,3.3,0.45,pending,
EV-fbb44cfbc9f7,APP-01072,LOG-007485,2024-05-01 00:00:00,candidate_message,candidate_facing,"so excited about this opportunity, thank you!",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,,"this role sounds like a great fit, can't wait to get started.",6.2,0.6,pending,
EV-338b07d6a715,APP-01072,LOG-007485,2024-05-01 00:00:00,candidate_message,candidate_facing,"so excited about this opportunity, thank you!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,,"this role sounds like a great fit, can't wait to get started.",6.2,0.6,pending,
EV-9491f125cf9b,APP-01072,LOG-007486,2024-05-03 00:00:00,candidate_message,candidate_facing,"this role sounds like a great fit, can't wait to get started.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,"so excited about this opportunity, thank you!",Candidate expressed strong enthusiasm during call. Nothing further to add right now.,29.0,0.6,pending,
EV-10016b0066ec,APP-01072,LOG-007486,2024-05-03 00:00:00,candidate_message,candidate_facing,"this role sounds like a great fit, can't wait to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,"so excited about this opportunity, thank you!",Candidate expressed strong enthusiasm during call. Nothing further to add right now.,29.0,0.6,pending,
EV-a17aeef5e93c,APP-01072,LOG-007490,2024-05-14 00:00:00,candidate_message,candidate_facing,"Hello, this roe sounds like a great fit, can't wait to get started.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,Candidate expresed strong enthusiasm during call. Noted for the file.,"this role sounds like a gret fit, can't wait to get started. TY",45.6,0.6,pending,
EV-1cd12d1a90cd,APP-01072,LOG-007490,2024-05-14 00:00:00,candidate_message,candidate_facing,"Hello, this roe sounds like a great fit, can't wait to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,Candidate expresed strong enthusiasm during call. Noted for the file.,"this role sounds like a gret fit, can't wait to get started. TY",45.6,0.6,pending,
EV-8002a5124ab4,APP-01072,LOG-007491,2024-05-23 00:00:00,candidate_message,candidate_facing,"this role sounds like a gret fit, can't wait to get started. TY",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,"Hello, this roe sounds like a great fit, can't wait to get started.",,89.1,0.6,pending,
EV-549ca51279da,APP-01073,LOG-007492,2024-03-29 00:00:00,candidate_message,candidate_facing,"got some news on the other role I mentioned, still deciding. Talk soon",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,,"haev another opportunity moving along too, trying to figure out timing.",3.9,0.6,pending,
EV-83a66e6bfdec,APP-01073,LOG-007492,2024-03-29 00:00:00,candidate_message,candidate_facing,"got some news on the other role I mentioned, still deciding. Talk soon",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,,"haev another opportunity moving along too, trying to figure out timing.",3.9,0.75,pending,
EV-765614c2b2b5,APP-01073,LOG-007493,2024-04-19 00:00:00,candidate_message,candidate_facing,"haev another opportunity moving along too, trying to figure out timing.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,"got some news on the other role I mentioned, still deciding. Talk soon","juggling a couple things right now, shoudl know more by by end of week.",89.7,0.75,pending,
EV-628e455f5a64,APP-01073,LOG-007495,2024-04-22 00:00:00,recruiter_note,internal,"FYI, candidate dissclosed a parallel process with another firm. Discussed timeline expectations. Nted for the file.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,"juggling a couple things right now, shoudl know more by by end of week.","Hi there, have another opportunity moving along too, trying to figure out timing. Appreeciate it",27.0,0.75,pending,
EV-0e20865282b8,APP-01073,LOG-007496,2024-04-23 00:00:00,candidate_message,candidate_facing,"Hi there, have another opportunity moving along too, trying to figure out timing. Appreeciate it",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,"FYI, candidate dissclosed a parallel process with another firm. Discussed timeline expectations. Nted for the file.","juggling a couple things rigt now, should know more by tomorrow.",3.5,0.75,pending,
EV-1ffd98412687,APP-01073,LOG-007498,2024-04-27 00:00:00,recruiter_note,internal,Candidate disclosed a parallel process wtih another firm. Discussed timeline expectations. No action needed at this time.,alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,"juggling a couple things rigt now, should know more by tomorrow.","have another opportunity moving along too, tryign to figure out timing.",25.8,0.75,pending,
EV-14f45bd69a81,APP-01073,LOG-007499,2024-04-28 00:00:00,candidate_message,candidate_facing,"have another opportunity moving along too, tryign to figure out timing.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,Candidate disclosed a parallel process wtih another firm. Discussed timeline expectations. No action needed at this time.,,22.1,0.75,pending,
EV-7040fe6a5d6f,APP-01074,LOG-007503,2024-03-18 00:00:00,candidate_message,candidate_facing,"Hi, wheen do benefits kick in exactly?",candidate_questions,Candidate asks a direct question.,weak,want to comapre benefits before I make a final call.,"Sent benefits summary to candidate again, answered follow-up questions.",7.9,0.45,pending,
EV-1b21c36cfe03,APP-01074,LOG-007505,2024-04-07 00:00:00,candidate_message,candidate_facing,"still not totally clear on the heatlh insurance options, can you send details again?",candidate_questions,Candidate asks a direct question.,weak,"Sent benefits summary to candidate again, answered follow-up questions.",,7.4,0.45,pending,
EV-d302a5757664,APP-01075,LOG-007506,2024-05-07 00:00:00,recruiter_note,internal,Sent onboarding checklist aagin per candidate request. Nothing further to add right now.,onboarding_process,Candidate asks about onboarding logistics.,weak,,Sent onboarding checklist again per candidate request.,1.7,0.45,pending,
EV-7d765774cec9,APP-01075,LOG-007507,2024-05-12 00:00:00,recruiter_note,internal,Sent onboarding checklist again per candidate request.,onboarding_process,Candidate asks about onboarding logistics.,weak,Sent onboarding checklist aagin per candidate request. Nothing further to add right now.,wanted to double chek the parking/badge situation one more time.,83.8,0.45,pending,
EV-45487ac00045,APP-01075,LOG-007508,2024-05-17 00:00:00,candidate_message,candidate_facing,wanted to double chek the parking/badge situation one more time.,onboarding_process,Candidate asks about onboarding logistics.,weak,Sent onboarding checklist again per candidate request.,"Good morning, sorry to ask again, but what should I brring on day one? Thanks",36.3,0.45,pending,
EV-b5381357bb9f,APP-01075,LOG-007512,2024-06-08 00:00:00,candidate_message,candidate_facing,"sorry to ask again, but waht should I brnig on day one?",candidate_questions,Candidate asks a direct question.,weak,just wanted to confirm again whether the start dte is completely locked.,Sent onboarding checklist again per candidate request. Nothing further to add right now.,38.3,0.45,pending,
EV-026548428fe3,APP-01075,LOG-007513,2024-06-08 00:00:00,recruiter_note,internal,Sent onboarding checklist again per candidate request. Nothing further to add right now.,onboarding_process,Candidate asks about onboarding logistics.,weak,"sorry to ask again, but waht should I brnig on day one?","sorry to ask again, but waht should I bring on day one? Thank you",5.1,0.45,pending,
EV-29bfbc6ce5a6,APP-01075,LOG-007514,2024-06-10 00:00:00,candidate_message,candidate_facing,"sorry to ask again, but waht should I bring on day one? Thank you",onboarding_process,Candidate asks about onboarding logistics.,weak,Sent onboarding checklist again per candidate request. Nothing further to add right now.,,32.9,0.45,pending,
EV-f12ff97e5b4b,APP-01079,LOG-007543,2024-09-26 00:00:00,recruiter_note,internal,"Discussed candidate's family situation briefly, offered flexibility on start date.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Candidate cited family/relocation issue, did not go into detail. Will check in again in a few days.","Discussed candidate's family situation briefly, offered flexibility on stat date. No action needed at this time.",58.5,0.6,pending,
EV-30f66b7eef34,APP-01079,LOG-007545,2024-10-02 00:00:00,recruiter_note,internal,"Discussed candidate's family sittuation briefly, offered flexibility on start date. Keeping an eye on this one.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Discussed candidate's family situation briefly, offered flexibility on stat date. No action needed at this time.","Hi, some family stuff came up, might affect my availability. Thank you",56.9,0.6,pending,
EV-3890d4805cf9,APP-01079,LOG-007547,2024-10-07 00:00:00,recruiter_note,internal,"Discussed candidate's family situation briefly, offered flexibility on start date.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Hi, some family stuff came up, might affect my availability. Thank you","Candidate cited family/relocation issue, did not go into detail.",21.5,0.6,pending,
EV-c1b7d5bb732a,APP-01080,LOG-007552,2025-07-02 00:00:00,candidate_message,candidate_facing,"Hi, still thinking aout the comp, want to make sure the math works out. TY",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,,"can we revisit the pay rate, just to double check, it's close but not quite where I need it.",3.1,0.6,pending,
EV-70c1b6f01000,APP-01080,LOG-007552,2025-07-02 00:00:00,candidate_message,candidate_facing,"Hi, still thinking aout the comp, want to make sure the math works out. TY",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,,"can we revisit the pay rate, just to double check, it's close but not quite where I need it.",3.1,0.6,pending,
EV-a82a4fb03dfa,APP-01082,LOG-007565,2024-08-12 00:00:00,candidate_message,candidate_facing,"my current employer wats two weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,,"My employer won't let me leave on the timeline needed, have to pass for now.",2.7,0.75,pending,
EV-979264aef747,APP-01082,LOG-007565,2024-08-12 00:00:00,candidate_message,candidate_facing,"my current employer wats two weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,,"My employer won't let me leave on the timeline needed, have to pass for now.",2.7,0.45,pending,
EV-2b7f10dcc077,APP-01082,LOG-007566,2024-08-16 00:00:00,decline_statement,candidate_facing,"My employer won't let me leave on the timeline needed, have to pass for now.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"my current employer wats two weeks notice, is that going to be a problem?",,4.7,0.75,pending,
EV-3a4644589728,APP-01085,LOG-007578,2024-12-09 00:00:00,candidate_message,candidate_facing,"Good afternoon, checking on something, any news on next steps?",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Missed sheduled check-in with candidate this week, need to follow up. No action needed at this time.",following up agaain - wanted to make sure everything is still on track. TY,46.1,0.6,pending,
EV-2b3212eeba91,APP-01085,LOG-007578,2024-12-09 00:00:00,candidate_message,candidate_facing,"Good afternoon, checking on something, any news on next steps?",candidate_questions,Candidate asks a direct question.,weak,"Missed sheduled check-in with candidate this week, need to follow up. No action needed at this time.",following up agaain - wanted to make sure everything is still on track. TY,46.1,0.45,pending,
EV-e24e78c33b8b,APP-01085,LOG-007581,2024-12-18 00:00:00,candidate_message,candidate_facing,following up again - wanted to make sure everything is stiill on track.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Candidate reached out asking for status, we had goen quiet on our end. Noted for the file.","haven't heard anything in a while, just chhecking if there's an update. TY",80.1,0.6,pending,
EV-8fb39dbb6c9d,APP-01085,LOG-007582,2024-12-31 00:00:00,candidate_message,candidate_facing,"haven't heard anything in a while, just chhecking if there's an update. TY",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,following up again - wanted to make sure everything is stiill on track.,"checkng on something, any news on next steps?",52.3,0.6,pending,
EV-9ba414929c1e,APP-01085,LOG-007583,2025-01-04 00:00:00,candidate_message,candidate_facing,"checkng on something, any news on next steps?",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"haven't heard anything in a while, just chhecking if there's an update. TY","FYI, no update sent to candidate in several days - overdue for a call.",84.9,0.6,pending,
EV-cbf3cb036015,APP-01085,LOG-007583,2025-01-04 00:00:00,candidate_message,candidate_facing,"checkng on something, any news on next steps?",candidate_questions,Candidate asks a direct question.,weak,"haven't heard anything in a while, just chhecking if there's an update. TY","FYI, no update sent to candidate in several days - overdue for a call.",84.9,0.45,pending,
EV-2d12add267e7,APP-01085,LOG-007585,2025-01-07 00:00:00,candidate_message,candidate_facing,following up again - wanted to make sure everything is still on track.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"FYI, no update sent to candidate in several days - overdue for a call.",following up again - wanted to make sure everything is still on track. Talk soon,19.6,0.6,pending,
EV-380f3a545539,APP-01085,LOG-007586,2025-01-10 00:00:00,candidate_message,candidate_facing,following up again - wanted to make sure everything is still on track. Talk soon,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,following up again - wanted to make sure everything is still on track.,"Hello, one moer question, any news on next steps?",38.9,0.6,pending,
EV-521953de0157,APP-01085,LOG-007587,2025-01-11 00:00:00,candidate_message,candidate_facing,"Hello, one moer question, any news on next steps?",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,following up again - wanted to make sure everything is still on track. Talk soon,,13.5,0.6,pending,
EV-fedd84fc0ad2,APP-01085,LOG-007587,2025-01-11 00:00:00,candidate_message,candidate_facing,"Hello, one moer question, any news on next steps?",candidate_questions,Candidate asks a direct question.,weak,following up again - wanted to make sure everything is still on track. Talk soon,,13.5,0.45,pending,
EV-d353746046be,APP-01086,LOG-007588,2024-12-19 00:00:00,candidate_message,candidate_facing,"Godo afternoon, ok, and is this the final date or could it move again?",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,,"Candidate completed interview loop, no major concerns flagged so far.",7.0,0.6,pending,
EV-60d3fd4913d6,APP-01086,LOG-007588,2024-12-19 00:00:00,candidate_message,candidate_facing,"Godo afternoon, ok, and is this the final date or could it move again?",candidate_questions,Candidate asks a direct question.,weak,,"Candidate completed interview loop, no major concerns flagged so far.",7.0,0.45,pending,
EV-d4f69ea98e18,APP-01086,LOG-007590,2024-12-24 00:00:00,recruiter_note,internal,Note: client requested start date be pushed. Notified candidate. Will follow up early next week.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Candidate completed interview loop, no major concerns flagged so far.","Start date moved again per client request, candidate updated.",33.1,0.6,pending,
EV-495a1af44ffe,APP-01086,LOG-007591,2024-12-24 00:00:00,recruiter_note,internal,"Start date moved again per client request, candidate updated.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Note: client requested start date be pushed. Notified candidate. Will follow up early next week.,Client requested start date be pushed. Notified candidate.,12.1,0.6,pending,
EV-8cdf543aadea,APP-01086,LOG-007592,2024-12-25 00:00:00,recruiter_note,internal,Client requested start date be pushed. Notified candidate.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Start date moved again per client request, candidate updated.",just want to plan accordingly - is thiis start date firm this time?,25.2,0.6,pending,
EV-2ef125389a92,APP-01086,LOG-007593,2024-12-26 00:00:00,candidate_message,candidate_facing,just want to plan accordingly - is thiis start date firm this time?,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Client requested start date be pushed. Notified candidate.,"ok, and is this the",13.6,0.6,pending,
EV-069a10156bfb,APP-01086,LOG-007593,2024-12-26 00:00:00,candidate_message,candidate_facing,just want to plan accordingly - is thiis start date firm this time?,candidate_questions,Candidate asks a direct question.,weak,Client requested start date be pushed. Notified candidate.,"ok, and is this the",13.6,0.45,pending,
EV-218262318d54,APP-01087,LOG-007597,2025-04-15 00:00:00,candidate_message,candidate_facing,"Good afternoon, can we revisit the pay rate, not 100% sure but it's cllose but not quite where I need it.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,Candidate seems okay with comp afteer clarifying overtime/differential.,the rate is a littel lower than I was expecting honestly.,8.7,0.6,pending,
EV-6b6004775fed,APP-01088,LOG-007602,2025-06-14 00:00:00,candidate_message,candidate_facing,is the delay normal? getting a little anxious aboout the timing.,process_delay,Communication references a delay in the recruitment process.,moderate,,"Background check still processing, notified candidate of delay. Nothing further to add right now.",7.5,0.6,pending,
EV-02af48b4374a,APP-01088,LOG-007603,2025-06-14 00:00:00,recruiter_note,internal,"Background check still processing, notified candidate of delay. Nothing further to add right now.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,is the delay normal? getting a little anxious aboout the timing.,any update on the background,5.5,0.6,pending,
EV-d93c505f25b4,APP-01088,LOG-007603,2025-06-14 00:00:00,recruiter_note,internal,"Background check still processing, notified candidate of delay. Nothing further to add right now.",process_delay,Communication references a delay in the recruitment process.,moderate,is the delay normal? getting a little anxious aboout the timing.,any update on the background,5.5,0.6,pending,
EV-d55d6a1e8468,APP-01088,LOG-007604,2025-06-18 00:00:00,candidate_message,candidate_facing,any update on the background,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Background check still processing, notified candidate of delay. Nothing further to add right now.","Hey, is the delay normal? getting a little anxious abut the timing.",7.7,0.6,pending,
EV-f0ff79ad241f,APP-01088,LOG-007605,2025-06-22 00:00:00,candidate_message,candidate_facing,"Hey, is the delay normal? getting a little anxious abut the timing.",process_delay,Communication references a delay in the recruitment process.,moderate,any update on the background,Post-interview check-in with candidate - they felt it went fine.,5.4,0.6,pending,
EV-7601f1877db6,APP-01088,LOG-007607,2025-06-26 00:00:00,recruiter_note,internal,"Client background vendor running behind, expect another few days. Flagging for visibility.",process_delay,Communication references a delay in the recruitment process.,moderate,Post-interview check-in with candidate - they felt it went fine.,"Hi, any update on the background check? just want to plaan around it. Thank you",1.4,0.6,pending,
EV-fb806c10e0b8,APP-01088,LOG-007608,2025-06-26 00:00:00,candidate_message,candidate_facing,"Hi, any update on the background check? just want to plaan around it. Thank you",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Client background vendor running behind, expect another few days. Flagging for visibility.",any update on the backgroudn check? just want to plan around it.,4.1,0.6,pending,
EV-2210925d8158,APP-01088,LOG-007608,2025-06-26 00:00:00,candidate_message,candidate_facing,"Hi, any update on the background check? just want to plaan around it. Thank you",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Client background vendor running behind, expect another few days. Flagging for visibility.",any update on the backgroudn check? just want to plan around it.,4.1,0.6,pending,
EV-0b62eb2b596e,APP-01088,LOG-007609,2025-06-30 00:00:00,candidate_message,candidate_facing,any update on the backgroudn check? just want to plan around it.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Hi, any update on the background check? just want to plaan around it. Thank you","Hello, any update on the backkground check? just want to plan around it.",8.7,0.6,pending,
EV-9b2a7b3edf88,APP-01088,LOG-007610,2025-07-05 00:00:00,candidate_message,candidate_facing,"Hello, any update on the backkground check? just want to plan around it.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,any update on the backgroudn check? just want to plan around it.,any update on the background check? just want to paln around it.,9.2,0.6,pending,
EV-3c8aa0a3aab2,APP-01088,LOG-007611,2025-07-05 00:00:00,candidate_message,candidate_facing,any update on the background check? just want to paln around it.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Hello, any update on the backkground check? just want to plan around it.",Background check flagged for review - escalating with client.,6.3,0.6,pending,
EV-c583350e29ca,APP-01088,LOG-007611,2025-07-05 00:00:00,candidate_message,candidate_facing,any update on the background check? just want to paln around it.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Hello, any update on the backkground check? just want to plan around it.",Background check flagged for review - escalating with client.,6.3,0.6,pending,
EV-bce8aab28a91,APP-01088,LOG-007612,2025-07-06 00:00:00,recruiter_note,internal,Background check flagged for review - escalating with client.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,any update on the background check? just want to paln around it.,Quick note - background check returned a discrepancy that needs to be resolved before we can proceed. Keeping an eye on this one.,2.3,0.6,pending,
EV-0cf29350a193,APP-01088,LOG-007613,2025-07-06 00:00:00,client_feedback,internal,Quick note - background check returned a discrepancy that needs to be resolved before we can proceed. Keeping an eye on this one.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,Background check flagged for review - escalating with client.,,7.0,0.6,pending,
EV-f6d134879894,APP-01089,LOG-007614,2024-05-14 00:00:00,recruiter_note,internal,"Offer letter delayed on client side, candidate starting to ask about it.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,,"still waiting on the paperwork, not 100% sure but jst making sure nothing got lost.",4.7,0.6,pending,
EV-a79bb46b1d2a,APP-01089,LOG-007614,2024-05-14 00:00:00,recruiter_note,internal,"Offer letter delayed on client side, candidate starting to ask about it.",process_delay,Communication references a delay in the recruitment process.,moderate,,"still waiting on the paperwork, not 100% sure but jst making sure nothing got lost.",4.7,0.6,pending,
EV-1053df4309e4,APP-01089,LOG-007615,2024-05-14 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, not 100% sure but jst making sure nothing got lost.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"Offer letter delayed on client side, candidate starting to ask about it.","Per today's call, sent canddidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.",9.8,0.6,pending,
EV-1b7d8e6e9828,APP-01089,LOG-007615,2024-05-14 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, not 100% sure but jst making sure nothing got lost.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Offer letter delayed on client side, candidate starting to ask about it.","Per today's call, sent canddidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.",9.8,0.6,pending,
EV-11495f80b3d0,APP-01089,LOG-007615,2024-05-14 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, not 100% sure but jst making sure nothing got lost.",process_delay,Communication references a delay in the recruitment process.,moderate,"Offer letter delayed on client side, candidate starting to ask about it.","Per today's call, sent canddidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.",9.8,0.6,pending,
EV-c021770b2e57,APP-01089,LOG-007616,2024-05-18 00:00:00,recruiter_note,internal,"Per today's call, sent canddidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"still waiting on the paperwork, not 100% sure but jst making sure nothing got lost.",Client running behind on offer letter generation. Kept candidate updated.,67.8,0.6,pending,
EV-afe82ec8daff,APP-01089,LOG-007617,2024-05-21 00:00:00,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Per today's call, sent canddidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.","just checking, did the offer letter go out yet?",50.4,0.6,pending,
EV-91ac0a4446b8,APP-01089,LOG-007617,2024-05-21 00:00:00,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated.,process_delay,Communication references a delay in the recruitment process.,moderate,"Per today's call, sent canddidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.","just checking, did the offer letter go out yet?",50.4,0.6,pending,
EV-f351b2f0cfd2,APP-01089,LOG-007618,2024-05-21 00:00:00,candidate_message,candidate_facing,"just checking, did the offer letter go out yet?",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,Client running behind on offer letter generation. Kept candidate updated.,Client running behind on offer letter generation. Kept candidate updated.,15.7,0.6,pending,
EV-ec7a4a925da4,APP-01089,LOG-007618,2024-05-21 00:00:00,candidate_message,candidate_facing,"just checking, did the offer letter go out yet?",candidate_questions,Candidate asks a direct question.,weak,Client running behind on offer letter generation. Kept candidate updated.,Client running behind on offer letter generation. Kept candidate updated.,15.7,0.45,pending,
EV-551c777d4e6c,APP-01089,LOG-007619,2024-05-24 00:00:00,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"just checking, did the offer letter go out yet?",Client running behinnd on offer letter generation. Keept candidate updated. Will circle back if anything changes.,66.8,0.6,pending,
EV-2f229cd311d2,APP-01089,LOG-007619,2024-05-24 00:00:00,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated.,process_delay,Communication references a delay in the recruitment process.,moderate,"just checking, did the offer letter go out yet?",Client running behinnd on offer letter generation. Keept candidate updated. Will circle back if anything changes.,66.8,0.6,pending,
