evidence_id,application_id,original_evidence_span,original_evidence_category,original_evidence_description,original_evidence_strength,review_decision,edited_evidence_category,edited_evidence_description,edited_evidence_strength,reviewer,review_timestamp,reviewer_notes
EV-c4a7340bbd1e,APP-00919,"Hey, traffic to that location is rough, still deciding if it's manageable.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-8b9240e8bd4e,APP-00919,"Hey, traffic to that location is rough, still deciding if it's manageable.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-9e78c6af59bd,APP-00919,"Candidate raised commute/transportation concern, discussed options.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-3bbfaa85d2de,APP-00919,"Candidate raised commute/transportation concern, discussed options. No action needed at this time.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-5d07f9c6fc21,APP-00919,just realized the commute is longer than...,location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-aaa8ca031971,APP-00919,"Candidate raised commute/transportation concern, discussed options. Flagging for visibility.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-16e23ef3611d,APP-00920,"Hi, reeally looking forward to...",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-a6f09c6d97b0,APP-00920,"really looking forward to getting started, thnaks for everything.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-e6e2d0a50119,APP-00920,"thanks so much for checking in, really appreciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-ebb1585e6d65,APP-00920,"thanks so much for checking in, really appreciate how on top of this you've been!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-ebbb5ddc51cc,APP-00920,"God morning, thanks so much for checking in, really appreciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-cca355e5685f,APP-00920,"God morning, thanks so much for checking in, really appreciate how on top of this you've been!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-cf75b0a98316,APP-00922,"Good afternoon, is this role likely to convert to permanent, or stay contract log term?",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-ffa47cbd4892,APP-00922,"Good afternoon, is this role likely to convert to permanent, or stay contract log term?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-ea45e664ff8c,APP-00922,not 100% sure but how long do these contracts usually run at this client?,certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-be95b29bdc3c,APP-00922,not 100% sure but how long do these contracts usually run at this client?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-fd6f32815793,APP-00922,"Hello, is this role likeyl to convert to permanent, or stay contract long term?",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-7c2e00f85c4d,APP-00922,"Hello, is this role likeyl to convert to permanent, or stay contract long term?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-74e16da868a1,APP-00922,"FYI, candidate askde about contract length/conversion path, gave what ifno we have. Will follow up early next week.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-cd59433bb08e,APP-00922,just want to understand how stable this asisgnment is before I commit.,job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-cff80acb9829,APP-00922,just want to understand how stable this assignment is bfore I commit.,job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-8641bec2dce0,APP-00922,"Note: candidate askde about contract length/conversion path, gave what info we have. Flagging for visibility.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-f8a58c57455e,APP-00922,just waant to understand how stable thiis assignment is before I commit. Thanks,job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-3b7a9bf36602,APP-00922,just wat to undderstand how stable this assignment is before I commit. TY,job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-691941e22da1,APP-00922,"wanted to flag, how long do these contracts usually run at this client?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-8cb3ce6fb842,APP-00922,"is this role likely to convert to permanent, or stay contrct long term?",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-2af77d7e65c8,APP-00922,"is this role likely to convert to permanent, or stay contrct long term?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-1b23b8befcd0,APP-00924,sounds good,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-a5d616ba3ab1,APP-00926,the rate is a little,compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-088ef6ca4622,APP-00926,"still thinking about the comp, want to make sure the math woks out.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-437279c47b01,APP-00926,"still thinking about the comp, want to make sure the math woks out.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-c0cce55c08f2,APP-00927,"Hey, trying to woork out my notice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-51c2dbd8e338,APP-00927,"Hey, trying to woork out my notice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-659d99ba545a,APP-00927,"my current employer wants two weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-a289a282217c,APP-00927,"my current employer wants two weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-443a7c4acfff,APP-00927,my current employer wants one weeks...,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-72482188af75,APP-00927,"my current employer wants one weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-c7aa4aab0f42,APP-00927,"my current employer wants one weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-610ffb935228,APP-00927,"Good morning, my current employer wants three weeks notice, is that ging to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-ad5e76e52773,APP-00927,"Good morning, my current employer wants three weeks notice, is that ging to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-d84dc2816740,APP-00927,Discussed notice perido - candidate's current employer requesting longer transition. Nothhing further to add right now.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-04a48025d804,APP-00927,"trying to work out my notice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-cae0e113de86,APP-00927,"trying to work out my notice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-f0dd62c530fa,APP-00928,"haven't heard anything in a while, just checking if there's an update.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-f7718981600c,APP-00928,following up again - wanted to make sure everything is still on track.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-8647d9d65b77,APP-00929,"Good afternoon, thanks so much for checking in, really apprciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-0aac559bfff1,APP-00929,"thanks so muuch for checking in, really appreciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-d176181a7e92,APP-00929,"thanks so muuch for checking in, really appreciate how on top of this you've been!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-01f560aa8f9a,APP-00931,Sent onboarding checklist again per candidaet request.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-9aea51822fff,APP-00931,Sent onboarding checklist again per candidate request.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-282f03c557fc,APP-00931,Update - sent onboarding checklist again per candidate request. Flagging for visibility.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-dd64175756a5,APP-00931,"FYI, candidate asked sevveral onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-00eb9cbc16a8,APP-00931,"Candidate asked several onboarding logistics questions, aswered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-190cba5f84d1,APP-00933,"Hey, great, see you then. Talk soon",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-e1ae391b2548,APP-00934,"Hi there, any update on the background check? jut want to plan around it.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-e591181fa99c,APP-00934,"Hi there, any update on the background check? jut want to plan around it.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-6f7e53495613,APP-00934,"Background check still processing, notified candidate of delay. Will check in again in a few days.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-778b4e5353bd,APP-00934,"Background check still processing, notified candidate of delay. Will check in again in a few days.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-d42e9c78e0b2,APP-00934,"Background check still processing, notified candidate of delay.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-8de12d08eb8f,APP-00934,"Background check still processing, notified candidate of delay.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-4981764ec8b2,APP-00934,"Background check still processing, notified candidate of delay.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-72fb7647fe3a,APP-00934,"Background check still processing, notified candidate of delay.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-d53bd58a2537,APP-00934,is the delay normal? getting a little anxious about the timing. Bset,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-1a502bfe0644,APP-00934,is the delay normal? getting a little anxious aout the timing.,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-ffe18e02ebd8,APP-00934,"Client backgroud vendor running behind, expect another few days. No action needed at this time.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-5cb19604fc1d,APP-00934,Background check flagged for review - escalating with client.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-add1dc82c18d,APP-00934,is the delay normal? getting...,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-f0116c9418db,APP-00934,Background check flagged for review - esclating with client.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-c8de1e59f090,APP-00936,"got some news on the other role I mentioned, still deciding.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-2a82cf32598a,APP-00936,"got some news on the other role I mentioned, still deciding.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-6e2b27fb04b5,APP-00936,"Candidate mentioned competing process, seems to be weighing both.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-396f4675ab23,APP-00936,"Candidate mentioned competing process, seems to be weighing both. Keping an eye on this one.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-036695ae5525,APP-00936,"have another opportunity movng along too, trying to figure out timing.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-3dce5d99895c,APP-00936,"I'm also in process with another company, wanted to be transparent abouut that. TY",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-ecc250989cc6,APP-00936,"I'm also in process with another company, wanteed to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-7976f438731b,APP-00936,"got some neews on the other role I mentioned, still deciding. Thanks!",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-be43702d2634,APP-00936,"got some neews on the other role I mentioned, still deciding. Thanks!",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-7618622f1890,APP-00937,just want to plna accordingly - is this start date firm this time?,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-7f0fc30a2b9d,APP-00937,just want to plna accordingly - is this start date firm this time?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-5aab080d9874,APP-00937,"Hi, ok, and is this the final date...",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-e7e6ee000144,APP-00937,Client requested start date be pushed. Notified candidate.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-7cadbbce8ec0,APP-00937,just want to plan accordingly - is this start date firm tihs time? Appreciate it,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-b806a2c7c552,APP-00937,"Hi, ok, and is this the final date or could it mve again?",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-df95c81b71c4,APP-00937,"Hi, ok, and is this the final date or could it mve again?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-5add79ca0087,APP-00938,"not totally sure how that interview went, sort of it felt a litte off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-fb70cad8e70e,APP-00938,"not totally sure how that interview went, I think it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-3d34dc2dedcc,APP-00938,"not totally sure how thhat interview went, just to doublle check, it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-934486090927,APP-00939,"Good afternoon, really appreciate you thniking of me for this one!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-539ac020f7e7,APP-00939,"Hi there, so excited about this opportunity, thank you! Talk soon",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-2eb8051ea38d,APP-00939,"Hi there, so excited about this opportunity, thank you! Talk soon",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-161100e93254,APP-00939,"this rolle sounds like a great fit,",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-68b394805071,APP-00939,really appreciate you thinking of me for this one!,candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-7e668da917cc,APP-00940,"just checking, did the offer letter go out yet?",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-b51523a9592d,APP-00940,"just checking, did the offer letter go out yet?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-586682fc32be,APP-00940,"Sent candidate an update on offer letter timeline, they were understanding.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-ca6a6fd2dafd,APP-00940,Client running behind on offer letter generation. Kept candidate updated. No action needed at this time.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-d77c73a1f735,APP-00940,Client running behind on offer letter generation. Kept candidate updated. No action needed at this time.,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-3e79b36343d4,APP-00940,"Offer letter delayed on client side, candidate starting to ask abuot it.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-b2e51f31a543,APP-00940,"Offer letter delayed on client side, candidate starting to ask abuot it.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-c18cd521c428,APP-00940,"FYI, client running behind on offer letter generation. Kept candidate updated.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-2d336d98f064,APP-00940,"FYI, client running behind on offer letter generation. Kept candidate updated.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-a03fae1744d8,APP-00940,"just checking, did the offr letter go out yet?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-16f1ed234aa8,APP-00940,"Per today's call, sent candidate an update on offer letter timeline, thhey were understanding.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-acc7b5291b2f,APP-00940,"just checking, did the offer letter go out yet?",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-64492b2fae6d,APP-00940,"just checking, did the offer letter go out yet?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-4cc06aeb5fe0,APP-00940,"Sent candidate an update on offer letter timeline, they were understanding.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-9c39909de450,APP-00940,"Update - offer letter delayed on client side, candidate starting to ask about it.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-16430e2a0da7,APP-00940,"Update - offer letter delayed on client side, candidate starting to ask about it.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-8c21d6456328,APP-00941,"current employer found out and waants to keep me, going back and forth on it.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-7cca9e23a3f8,APP-00941,"current employer found out and waants to keep me, going back and forth on it.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-041f2a81ae2e,APP-00941,"Goood morning, my current manager wants to talk again before I finalize anything.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-f993ffd64472,APP-00941,"Good morning, curret employer found out and wants to keep me, going back and forth on it.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-d65e18054e7f,APP-00941,"Candidate hedging on timeline, referenced an internal conversation at current job. Will check in again in a few days.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-99c41f2f337a,APP-00941,Brief call - candidate said manager asked to speak with them again. Will follow up soon.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-9496a9f3efe0,APP-00942,"Candidate surprised by onsite expectation, discussed further with client. No action needed at this time.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-d2d86a67bef0,APP-00942,"thought this was hybrid, want to maake sure I understand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-97ae9b295d39,APP-00942,"thought this was hybrid, want to maake sure I understand the schedule.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-3c96930f1ee6,APP-00942,"Clarified work arrangement with candidate, some confusion from job posting language.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-49dcb8bc22dc,APP-00942,"Clarified work arrangement with candidate, some confusion from job posting language.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-40f92a3c9b81,APP-00943,Candidate connfirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-a40443a388a8,APP-00944,"Hey, still not totally clear on the health insurance options, can u seend details again?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-c903c9e285f6,APP-00944,"Good afternoon, when do benefits kick in exactly?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-b03dfe382f90,APP-00944,"Hi, when do benefits kick in exactly?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-09a0a5e0f33b,APP-00947,sure,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-6e8ad19fc42e,APP-00947,ok,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-1a7a017b1fc9,APP-00947,ok,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-db9114672160,APP-00947,ok,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-866d7f3a591a,APP-00948,"Discussed candidate's family situation briefly, offered flexibility on start date.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-aa7c119637c2,APP-00948,"Note: discussed candidate's family situaton briefly, offered flexibility on start date.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-60fd5419e840,APP-00949,"Quick noote - discussed candidate's family situation briefly, offered flexibility on start date.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-fca6c2e673a1,APP-00953,"Hi there, wanted to double check the parking/badge",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-79bb1d1fca0e,APP-00953,"sorry to ask again, but what should I bring on day one?",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-befcded0fa0e,APP-00953,"sorry to ask again, but what should I bring on day one?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-ae9513e5dd9c,APP-00953,Sent onboarding checklist again per candidate request. Will circle back if anything changes.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-86cecdfa57d5,APP-00953,Sent onboarding checklist again per candidate request.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-1962996ce8b3,APP-00953,"Hi there, wanted to douuble check the parking/badge situation one more time. Thanks",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-46f9bc3a0714,APP-00953,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-49dbc472175f,APP-00953,"Hello, wanted to double cheeck the parking/badge situation one more time.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-3bd5f98be960,APP-00953,"Hey, sorry to ask again, but what should I brring on day one?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-5bf74f7ca2ec,APP-00953,just wanted to confirm again whether the start date is completely locked.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-eced001338ed,APP-00953,Sent onboarding checklist again per candidate request. Nothing further to add right now.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-edebc421e499,APP-00955,"not toatlly sure how that interview went, kind of it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-12cd62d044b5,APP-00957,Candidate disclosed a parallel process with another firm. Discussed timelien expectations.,alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-0ea303754343,APP-00957,"I'm also in process with another company, wanted to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-c18e7770c821,APP-00957,"got some news on the other role I mentioned, still deciding.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-602b3affb376,APP-00957,"got some news on the other role I mentioned, still deciding.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-7885e86d667a,APP-00957,"got soome news on the other role I mentioned, still deciding.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-52f4538bb0a5,APP-00957,"got soome news on the other role I mentioned, still deciding.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-925496ca042e,APP-00957,Candidate disclosed a parallel process with another firm. Discussed timeline expectations. Will check in again in a few days.,alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-addd8fde314e,APP-00957,"got some nesw on the other role I mentioned, still deciding. Talk soon",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-d952aa48dfe9,APP-00957,"got some nesw on the other role I mentioned, still deciding. Talk soon",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-2838f8688d24,APP-00957,"Hi there, I'm also in process with another company, wanted to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-c5db4e47dc44,APP-00957,"I'm also in process with another company, wanted to be tranparent about that. TY",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-1eca79179793,APP-00959,"thanks so much for checking in, realy appreciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-93f2ae17b9a8,APP-00959,"Hello, thanks so much for checking in, really appreciate how on top of thiis you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-26b77a667803,APP-00959,"Hello, thanks so much for checking in, really appreciate how on top of thiis you've been!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-80200ba3b522,APP-00959,"thnaks so much for checking in, really appreciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-32043c146ebb,APP-00959,"thnaks so much for checking in, really appreciate how on top of this you've been!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-f5363f790dae,APP-00960,just want to understand how stable this assignment is before I commit. Best,job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-57c2b63e02b3,APP-00960,"is this role likely to cnvert to permanent, or stay contract long term?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-c97443508e1a,APP-00960,"Hey, just want to understand how stable ths assignment is before I commit.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-c53b112c4af5,APP-00960,"Hello, just want to understand how stable this assignment is bfore I commit.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-f908be583b53,APP-00960,"Hey, is this role likely to coonvert to permanent, or stay contract long term?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-e5377fbbe9e9,APP-00960,"Candidate asked about contract length/conversion path, gave what info we have. Will check in again in a few days.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-09c6b4f6e968,APP-00961,"Good afternoon, After a lot of back and forth I'm going to stay at my current job.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-176aa88a1df4,APP-00965,"Good morning, following up again - wanted to make sure everything is still on track.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-f2395ab1b02c,APP-00965,"Good afternoon, haven't heard anything in a while, just checking if there's an update.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-8645c106e090,APP-00965,"haven't heard anything in a while, jsut checking if there's an update.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-1413b5347779,APP-00965,"one moe question, any news",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-366b0faa0793,APP-00965,following up again - wanted to make suer everything is still on track.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-780bdc7cecbf,APP-00966,"Hi there, can you clarify how many days onsite are expected?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
