evidence_id,exact_text_duplicate_count,normalized_text_duplicate_count,same_application_duplicate,same_log_multi_category_count,multi_category_span,is_high_frequency_template,information_quality,duplication_status,quality_notes
EV-ee5da64a04b7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-47f112624eb2,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-ee41b7850be7,17,17,True,1,False,True,medium,same_application_duplicate,exact text repeated 17x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-9bae4fe38df7,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a4c663d651c6,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-315c2dd337ae,17,17,True,1,False,True,medium,same_application_duplicate,exact text repeated 17x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-431def41ada1,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-6ca076efb646,16,16,False,1,False,True,medium,likely_template,exact text repeated 16x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-4340735ee920,2,3,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-c0a37c355445,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-99b995ce5223,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-6f2b099c5151,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-cd16dfc9d2e2,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-da56bc2ccd3d,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-356caba4e560,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a271b37b7c2b,7,7,False,1,False,False,high,repeated_but_usable,exact text repeated 7x overall
EV-646324c78a9a,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-1a3730ed6ca2,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-954030bc6969,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-6359751e0b13,31,31,False,1,False,True,medium,likely_template,exact text repeated 31x overall; appears across 28 distinct applications (>= 8 treated as template-scale)
EV-bc3f7961cc0e,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-4800a094ad86,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-2f7cf3a10327,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e26602b76d03,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-5a97e5aa8a4a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8ae1273a767e,11,11,False,1,False,True,medium,likely_template,exact text repeated 11x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-8132551f3467,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-97db8bb4612f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-702b7d1fbf81,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2b234ff70f0a,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a9a5635e8f74,8,8,True,2,True,False,high,same_application_duplicate,exact text repeated 8x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-5eef294f73b0,8,8,True,2,True,False,high,same_application_duplicate,exact text repeated 8x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e33fde9ad4fa,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6de4041f8d65,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-aa2b8a00ef40,10,10,False,1,False,True,medium,likely_template,exact text repeated 10x overall; appears across 8 distinct applications (>= 8 treated as template-scale)
EV-3ceff76f3103,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-d7325b530aa2,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-916c4dcc31d6,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-84c8d6d958e7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e949855e914e,14,14,False,1,False,True,medium,likely_template,exact text repeated 14x overall; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-d7d4c75e7b55,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8ccf3b289c79,15,15,False,1,False,True,medium,likely_template,exact text repeated 15x overall; appears across 12 distinct applications (>= 8 treated as template-scale)
EV-00bdd87cb840,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-5354ea78e715,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d7c6d22d15bc,14,14,False,1,False,True,medium,likely_template,exact text repeated 14x overall; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-dca39a9e242a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-aea5329afe58,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e281ac27b170,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-eeddf54b39d4,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-23c177fa92ef,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-107fd528a397,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9b7184202488,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a6fc0807066b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-25dc8ea8ff08,26,26,True,2,True,True,medium,same_application_duplicate,exact text repeated 26x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-3fa1c8cc84fb,26,26,True,2,True,True,medium,same_application_duplicate,exact text repeated 26x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-26da3e4c676c,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-35efd12b4ce7,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e43c2423da22,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-491af2fb0503,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1171e9fca3e0,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d1d88fd0cca5,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c045b98539af,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c097e829a5b0,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-0487d1301ef8,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d440a8b32821,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a30701f67889,19,19,False,1,False,True,low,likely_template,exact text repeated 19x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-3015b2209c80,16,16,False,1,False,True,low,likely_template,exact text repeated 16x overall; appears across 14 distinct applications (>= 8 treated as template-scale)
EV-3d97c10c6340,14,14,True,2,True,False,high,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-085e8ceddeb9,14,14,True,2,True,False,high,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-36cee4839aff,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-3e05dbc409ce,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d04907094102,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-e694426f78f9,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-1f0b6389b524,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-cc3e7e653ba1,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-aadbaf8ca359,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-573854e02b3e,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c0dd42273ad4,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-f445acb03832,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-40ac2f559740,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7aea0699ee16,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-c7cab1eb764b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-fe2547ef2b88,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-802154e16db8,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0d2b5f7ea263,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-695805f50a40,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-d501e195ef32,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-b06ded2cf61d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-877ca53379a8,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-0d810579f25d,14,14,False,1,False,True,medium,likely_template,exact text repeated 14x overall; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-453d11625e67,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-8b8544010d77,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7be0f8ab7bd7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f30d41000d95,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5e5cea740296,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c05da605d4df,1,2,False,1,False,False,medium,unique,no notable duplication detected
EV-fcac5884d5e0,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a3648b2ac6b4,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a7dbf4e2b003,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-956aa117c881,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-aac4f38a5ecc,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c380b1df2dac,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-15039af3a457,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3baa9eb48f5f,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d0c06ae8dfc9,4,4,True,2,True,False,medium,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1dd9e19d8681,4,4,True,2,True,False,medium,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6e3811ce46a1,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-82ed17d9aa36,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ac6b625308de,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-a0c6f61af7f5,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5d2ac7d37651,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-31918fb5a211,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c612dd2bccd8,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-bedcc0c57373,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-91459c67aa5f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-350bcdb87d43,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d1837343e9c6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8fe8231e9185,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-2464424be00c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-9b008efab8ea,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9f447d16bb51,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9b0ecc41435d,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-17239d3b5cd5,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-cc9a44c1bb70,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-345cd8125a1c,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-26d5b21fd43e,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-36b0541af101,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-1318de0395c4,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-8e3990bf3d96,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-9e31d027ad9a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9f5eae737db5,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a761b112c48b,8,8,False,1,False,False,high,repeated_but_usable,exact text repeated 8x overall
EV-5d6b4792fde9,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-eab22cdd4851,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-1de67d57e70f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0e4a48d17241,44,44,False,1,False,True,medium,likely_template,exact text repeated 44x overall; appears across 29 distinct applications (>= 8 treated as template-scale)
EV-176f4ecdf5bb,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b882f78376c5,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-3344f4a32404,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-855a146acb36,28,28,True,2,True,True,medium,same_application_duplicate,exact text repeated 28x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-ebb7cc248f72,28,28,True,2,True,True,medium,same_application_duplicate,exact text repeated 28x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-6db60719ca2f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a89d09734d02,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-1dce89c9415e,5,5,False,1,False,False,high,repeated_but_usable,exact text repeated 5x overall
EV-920a836f55da,25,25,False,1,False,True,medium,likely_template,exact text repeated 25x overall; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-dd7f256fd7e8,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d181a045be19,17,17,False,1,False,True,medium,likely_template,exact text repeated 17x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-79c128403a87,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e03dbe99ad4f,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-c9c8a4c75dab,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-b23c23541439,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d26a26968abd,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-653e5859f747,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-54f87d8527fa,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3f48cfd15567,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-dbdfbb92e39e,14,14,True,1,False,True,medium,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-e421fd421b66,14,14,True,1,False,True,medium,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-9f89a9b9a11c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-555ebb232ebe,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-e381c114e850,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f61524e25e27,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-c2fcf1b0ff2a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-1e6069731d42,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c9032a1375ec,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ca176c204c7b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-db36d8a0cda0,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-332a22bb9e79,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b8f75207940e,5,5,False,1,False,False,medium,repeated_but_usable,exact text repeated 5x overall
EV-94f6c309a3ec,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-3bd7c1790ac2,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5e2337d6104a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0f3ba1249455,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7e0f1457b4cd,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e1f00de0d14f,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-977ce1afd7d4,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c1b4a9fbf396,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b251a525094c,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-0955aef245c6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-178b18ba4207,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-55c9e81f9b18,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-5cc06b6040b3,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e89babaafb74,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1545d4ab81a8,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-309de2945816,6,6,True,3,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-4566290753f2,6,6,True,3,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-f183e1b5bead,6,6,True,3,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-c5bbee1bff69,34,34,True,2,True,True,medium,same_application_duplicate,exact text repeated 34x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-8481cd4f048d,34,34,True,2,True,True,medium,same_application_duplicate,exact text repeated 34x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-3747bfe11204,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a465676baadb,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-6ef64edac02c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8baa49cf56f6,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2ac420c330bc,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6a8cabf1aed7,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-9a58dce16003,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ea1cbcbdb02b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f2b17fca745b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a515f7c406b2,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c15519c8dc32,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-91b5c984a48a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a0ef06ecccab,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6c6da0956d12,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-452165c98af7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-784c2934d8a9,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-46891f0c2234,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-1790431b9041,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-202a285e78d3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-26971bdd0bff,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-825e366ea0e5,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-b9bc98377465,34,34,True,2,True,True,medium,same_application_duplicate,exact text repeated 34x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-ec571f7247f8,34,34,True,2,True,True,medium,same_application_duplicate,exact text repeated 34x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-c28606924c26,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-097817420d58,24,24,False,1,False,True,medium,likely_template,exact text repeated 24x overall; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-10b218fcd5c1,4,6,True,2,True,False,medium,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c0325ec850d6,4,6,True,2,True,False,medium,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-659224a3ec3b,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f11da3e2ea6c,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6100673df5c7,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-74e5d3297adc,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-4d734b1bab0c,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-f652448e080e,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-e6d4e916c589,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-87b5d833014d,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-d0fb06cb5dd8,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7aa4512b62e1,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-dfe138f086ec,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-f34e1c00d232,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c1abc0082ba6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-14c9d1a71953,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-570e535b76ef,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-6e0885b9e821,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-4a92d30a3b2c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7337b8ca12ee,25,25,False,1,False,True,medium,likely_template,exact text repeated 25x overall; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-60ae30248014,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-ee0d3b971a34,36,36,True,1,False,True,medium,same_application_duplicate,exact text repeated 36x overall; also repeated within the same application; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-8e276ee1ba99,36,36,True,1,False,True,medium,same_application_duplicate,exact text repeated 36x overall; also repeated within the same application; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-9c9a6c737749,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-58338330a540,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-cc84855ce436,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-8e853fc4f2a3,5,5,False,1,False,False,medium,repeated_but_usable,exact text repeated 5x overall
EV-edbf840f2e59,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-353026bccc62,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-fb8123d97b62,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-29abca39904a,11,11,False,1,False,True,medium,likely_template,exact text repeated 11x overall; appears across 9 distinct applications (>= 8 treated as template-scale)
EV-c5013ea18cd0,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-247714d59680,16,16,True,2,True,True,medium,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-0a10405b5300,16,16,True,2,True,True,medium,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-eb6548e0efc2,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-10a451b3d4b5,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-5c8e05d189db,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2b4fcbd2f585,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7b21d9418bc1,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
