log_id,application_id,timestamp,source_type,direction,text,word_count,response_latency_hours
LOG-007519,APP-01076,2025-06-25,recruiter_note,internal,"Routine pre-start confirmation call, no concerns. Will check in again in a few days.",14,63.2
LOG-007520,APP-01076,2025-06-27,recruiter_note,internal,Candidate confirmed all onboarding steps complete.,6,26.8
LOG-007521,APP-01077,2024-07-08,candidate_message,candidate_facing,"understood, appreciae it.",3,4.5
LOG-007522,APP-01077,2024-07-11,candidate_message,candidate_facing,"Good morning, understood, appreciate it.",5,8.8
LOG-007523,APP-01077,2024-07-12,candidate_message,candidate_facing,"sounnds good, thank you!",4,5.0
LOG-007524,APP-01077,2024-07-14,recruiter_note,internal,"Routine pre-start confirmation call, no concerns.",6,8.0
LOG-007525,APP-01077,2024-07-16,recruiter_note,internal,"Routine pre-start confirmation call, no concerns.",6,3.4
LOG-007526,APP-01077,2024-07-19,candidate_message,candidate_facing,"sounds good, thank you! Thanks!",5,5.4
LOG-007527,APP-01077,2024-07-19,recruiter_note,internal,Candiate confirmed all onboarding steps complete.,6,2.9
LOG-007528,APP-01077,2024-07-19,recruiter_note,internal,"Per today's call, routine pre-start confirmation call, no concerns.",9,3.1
LOG-007529,APP-01077,2024-07-22,recruiter_note,internal,"Routine pre-start confirmation call, no concerns. Will circle back if anything changes.",12,6.9
LOG-007530,APP-01078,2025-02-22,recruiter_note,internal,No update sent to candidate in several days - overdue for a call.,13,2.0
LOG-007531,APP-01078,2025-02-24,candidate_message,candidate_facing,"wanted to check in, any news on next steps?",9,9.4
LOG-007532,APP-01078,2025-02-28,interview_note,internal,"Client interview wrapped up, awaiting scorecard.",6,7.0
LOG-007533,APP-01078,2025-03-10,candidate_message,candidate_facing,"one more question, any news on next steps?",8,3.5
LOG-007534,APP-01078,2025-03-11,candidate_message,candidate_facing,"haven't heard anything in a while, just checking if there's an update.",12,6.5
LOG-007535,APP-01078,2025-03-12,candidate_message,candidate_facing,following up again - wanted to make sure everyhting is still on track.,13,3.1
LOG-007536,APP-01078,2025-03-15,candidate_message,candidate_facing,"haven't heard anything in a while, just checking if there's an update. Appreciaet it",14,2.1
LOG-007537,APP-01078,2025-03-17,candidate_message,candidate_facing,"sorry for the bacck and forth, any news on next steps? Thank you",13,7.0
LOG-007538,APP-01078,2025-03-18,candidate_message,candidate_facing,"Goood afternoon, following up again - wanted to make sure everything is still on track. Thank you",17,7.2
LOG-007539,APP-01078,2025-03-26,candidate_message,candidate_facing,following up again - wanted to make sure everything is still on track. Thanks!,14,6.7
LOG-007540,APP-01078,2025-03-31,recruiter_note,internal,No updtae sent to candidate in several days - overue for a call. No action needed at this time.,19,3.5
LOG-007541,APP-01079,2024-09-21,recruiter_note,internal,"Candidate citted family/relocation issue, did not go into detail. No action needed at this time.",15,1.8
LOG-007542,APP-01079,2024-09-24,recruiter_note,internal,"Candidate cited family/relocation issue, did not go into detail. Will check in again in a few days.",17,27.5
LOG-007543,APP-01079,2024-09-26,recruiter_note,internal,"Discussed candidate's family situation briefly, offered flexibility on start date.",10,58.5
LOG-007544,APP-01079,2024-09-30,recruiter_note,internal,"Discussed candidate's family situation briefly, offered flexibility on stat date. No action needed at this time.",16,59.3
LOG-007545,APP-01079,2024-10-02,recruiter_note,internal,"Discussed candidate's family sittuation briefly, offered flexibility on start date. Keeping an eye on this one.",16,56.9
LOG-007546,APP-01079,2024-10-07,candidate_message,candidate_facing,"Hi, some family stuff came up, might affect my availability. Thank you",12,46.5
LOG-007547,APP-01079,2024-10-07,recruiter_note,internal,"Discussed candidate's family situation briefly, offered flexibility on start date.",10,21.5
LOG-007548,APP-01079,2024-10-09,recruiter_note,internal,"Candidate cited family/relocation issue, did not go into detail.",9,35.9
LOG-007549,APP-01079,2024-10-12,candidate_message,candidate_facing,"Hi there, personal situation at home, should know more soon.",10,77.5
LOG-007550,APP-01079,2024-10-13,recruiter_note,internal,"Update - candidate cited family/relocation issue, did not go into detail. Will circle back if anything changes.",17,25.2
LOG-007551,APP-01079,2024-10-13,withdrawal_statement,candidate_facing,Due to a family situation I need to step back from this opportunity for now. TY,16,5.6
LOG-007552,APP-01080,2025-07-02,candidate_message,candidate_facing,"Hi, still thinking aout the comp, want to make sure the math works out. TY",15,3.1
LOG-007553,APP-01080,2025-07-07,candidate_message,candidate_facing,"can we revisit the pay rate, just to double check, it's close but not quite where I need it.",19,8.8
LOG-007554,APP-01080,2025-07-30,recruiter_note,internal,Candidate seems okay with cop after clarifying overtime/differential. Keeping an eye on this one.,14,6.6
LOG-007555,APP-01081,2024-03-20,candidate_message,candidate_facing,"Hi, got some neews on the other role I mentioned, still deciding. Thanks",13,11.8
LOG-007556,APP-01081,2024-03-21,candidate_message,candidate_facing,"Good afternoon, juggling a couple things right now, shoould know more by soon.",13,8.8
LOG-007557,APP-01081,2024-03-24,candidate_message,candidate_facing,"got some news on the other role I mentioned, still deciding.",11,2.2
LOG-007558,APP-01081,2024-03-26,candidate_message,candidate_facing,"juggling a couple tihngs right now, should know more by soon.",11,9.6
LOG-007559,APP-01081,2024-03-26,candidate_message,candidate_facing,"I'm also in process with another company, wanted to be transaprent about that.",13,7.8
LOG-007560,APP-01081,2024-03-26,candidate_message,candidate_facing,"juggling a coule things right now, should know more by latr today.",12,1.8
LOG-007561,APP-01081,2024-04-02,interview_note,internal,"Client interview wrapped up, awaiting scorecard.",6,7.4
LOG-007562,APP-01081,2024-04-05,candidate_message,candidate_facing,"have another opportunity moving along too, trynig to figure out timing.",11,7.2
LOG-007563,APP-01081,2024-04-13,candidate_message,candidate_facing,"juggling a couple things right now, should know more by tomorrow.",11,3.8
LOG-007564,APP-01081,2024-04-16,client_feedback,internal,Client provided standard feedback on candidate.,6,8.1
LOG-007565,APP-01082,2024-08-12,candidate_message,candidate_facing,"my current employer wats two weeks notice, is that going to be a problem?",14,2.7
LOG-007566,APP-01082,2024-08-16,decline_statement,candidate_facing,"My employer won't let me leave on the timeline needed, have to pass for now.",15,4.7
LOG-007567,APP-01083,2024-10-25,candidate_message,candidate_facing,"appreciate the offer, just want to double check there's no room on the rate.",14,10.8
LOG-007568,APP-01083,2024-10-26,recruiter_note,internal,"Pushback on pay rate, explained bill rate constraints from client.",10,2.7
LOG-007569,APP-01083,2024-10-29,recruiter_note,internal,Candidate raised comp concerns. Walked through total package again. Will circle back if anything changes.,15,5.7
LOG-007570,APP-01083,2024-10-31,candidate_message,candidate_facing,"Hi there, appreciate the offer, just want to double ceck there's no room on the rate. Appreciate it",18,8.2
LOG-007571,APP-01083,2024-11-01,recruiter_note,internal,Candidate raised comp concerns. Walked through total package again. No action needed at this time.,15,2.5
LOG-007572,APP-01083,2024-11-03,decline_statement,candidate_facing,Going to pass - the rtae doesn't work out for my situation.,12,7.6
LOG-007573,APP-01084,2024-11-10,candidate_message,candidate_facing,"Hi there, is this role likly to convert to permanent, or stay contract long term?",15,8.2
LOG-007574,APP-01084,2024-11-14,recruiter_note,internal,Discussed tpyical assignment duration at this client with candidate. Wlil circle back if anything changes.,15,4.4
LOG-007575,APP-01084,2024-12-06,candidate_message,candidate_facing,just want to understad how stable this assignment is before I commit.,12,9.4
LOG-007576,APP-01085,2024-11-24,recruiter_note,internal,"Note: missed scheduled check-in with candidate this week, need to follow up.",12,9.3
LOG-007577,APP-01085,2024-12-02,recruiter_note,internal,"Missed sheduled check-in with candidate this week, need to follow up. No action needed at this time.",17,88.9
LOG-007578,APP-01085,2024-12-09,candidate_message,candidate_facing,"Good afternoon, checking on something, any news on next steps?",10,46.1
LOG-007579,APP-01085,2024-12-10,candidate_message,candidate_facing,following up agaain - wanted to make sure everything is still on track. TY,14,20.4
LOG-007580,APP-01085,2024-12-11,recruiter_note,internal,"Candidate reached out asking for status, we had goen quiet on our end. Noted for the file.",17,19.2
LOG-007581,APP-01085,2024-12-18,candidate_message,candidate_facing,following up again - wanted to make sure everything is stiill on track.,13,80.1
LOG-007582,APP-01085,2024-12-31,candidate_message,candidate_facing,"haven't heard anything in a while, just chhecking if there's an update. TY",13,52.3
LOG-007583,APP-01085,2025-01-04,candidate_message,candidate_facing,"checkng on something, any news on next steps?",8,84.9
LOG-007584,APP-01085,2025-01-06,recruiter_note,internal,"FYI, no update sent to candidate in several days - overdue for a call.",14,27.4
LOG-007585,APP-01085,2025-01-07,candidate_message,candidate_facing,following up again - wanted to make sure everything is still on track.,13,19.6
LOG-007586,APP-01085,2025-01-10,candidate_message,candidate_facing,following up again - wanted to make sure everything is still on track. Talk soon,15,38.9
LOG-007587,APP-01085,2025-01-11,candidate_message,candidate_facing,"Hello, one moer question, any news on next steps?",9,13.5
LOG-007588,APP-01086,2024-12-19,candidate_message,candidate_facing,"Godo afternoon, ok, and is this the final date or could it move again?",14,7.0
LOG-007589,APP-01086,2024-12-22,interview_note,internal,"Candidate completed interview loop, no major concerns flagged so far.",10,57.1
LOG-007590,APP-01086,2024-12-24,recruiter_note,internal,Note: client requested start date be pushed. Notified candidate. Will follow up early next week.,15,33.1
LOG-007591,APP-01086,2024-12-24,recruiter_note,internal,"Start date moved again per client request, candidate updated.",9,12.1
LOG-007592,APP-01086,2024-12-25,recruiter_note,internal,Client requested start date be pushed. Notified candidate.,8,25.2
LOG-007593,APP-01086,2024-12-26,candidate_message,candidate_facing,just want to plan accordingly - is thiis start date firm this time?,13,13.6
LOG-007594,APP-01086,2024-12-26,candidate_message,candidate_facing,"ok, and is this the",5,11.5
LOG-007595,APP-01086,2024-12-26,decline_statement,candidate_facing,"Hello, The date has moved too many times, I've had to coommit elsewhere, sorry.",14,3.8
LOG-007596,APP-01087,2025-04-10,recruiter_note,internal,Candidate seems okay with comp afteer clarifying overtime/differential.,8,1.2
LOG-007597,APP-01087,2025-04-15,candidate_message,candidate_facing,"Good afternoon, can we revisit the pay rate, not 100% sure but it's cllose but not quite where I need it.",21,8.7
LOG-007598,APP-01087,2025-04-17,candidate_message,candidate_facing,the rate is a littel lower than I was expecting honestly.,11,8.2
LOG-007599,APP-01087,2025-04-21,interview_note,internal,"Interview ran a bit long, candidate seemed engaged throughout. Noted for the file.",13,2.5
LOG-007600,APP-01087,2025-04-27,candidate_message,candidate_facing,"can we revisit the pay rate, not sure if this matters but it's close but not qite where I need it. Appreciate it",23,4.9
LOG-007601,APP-01087,2025-05-03,recruiter_note,internal,Candidate raised cmop concerns. Walked through total package again. Noted for the file.,13,9.6
LOG-007602,APP-01088,2025-06-14,candidate_message,candidate_facing,is the delay normal? getting a little anxious aboout the timing.,11,7.5
LOG-007603,APP-01088,2025-06-14,recruiter_note,internal,"Background check still processing, notified candidate of delay. Nothing further to add right now.",14,5.5
LOG-007604,APP-01088,2025-06-18,candidate_message,candidate_facing,any update on the background,5,7.7
LOG-007605,APP-01088,2025-06-22,candidate_message,candidate_facing,"Hey, is the delay normal? getting a little anxious abut the timing.",12,5.4
LOG-007606,APP-01088,2025-06-25,interview_note,internal,Post-interview check-in with candidate - they felt it went fine.,10,7.4
LOG-007607,APP-01088,2025-06-26,recruiter_note,internal,"Client background vendor running behind, expect another few days. Flagging for visibility.",12,1.4
LOG-007608,APP-01088,2025-06-26,candidate_message,candidate_facing,"Hi, any update on the background check? just want to plaan around it. Thank you",15,4.1
LOG-007609,APP-01088,2025-06-30,candidate_message,candidate_facing,any update on the backgroudn check? just want to plan around it.,12,8.7
LOG-007610,APP-01088,2025-07-05,candidate_message,candidate_facing,"Hello, any update on the backkground check? just want to plan around it.",13,9.2
LOG-007611,APP-01088,2025-07-05,candidate_message,candidate_facing,any update on the background check? just want to paln around it.,12,6.3
LOG-007612,APP-01088,2025-07-06,recruiter_note,internal,Background check flagged for review - escalating with client.,9,2.3
LOG-007613,APP-01088,2025-07-06,client_feedback,internal,Quick note - background check returned a discrepancy that needs to be resolved before we can proceed. Keeping an eye on this one.,23,7.0
LOG-007614,APP-01089,2024-05-14,recruiter_note,internal,"Offer letter delayed on client side, candidate starting to ask about it.",12,4.7
LOG-007615,APP-01089,2024-05-14,candidate_message,candidate_facing,"still waiting on the paperwork, not 100% sure but jst making sure nothing got lost.",15,9.8
LOG-007616,APP-01089,2024-05-18,recruiter_note,internal,"Per today's call, sent canddidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.",20,67.8
LOG-007617,APP-01089,2024-05-21,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated.,10,50.4
LOG-007618,APP-01089,2024-05-21,candidate_message,candidate_facing,"just checking, did the offer letter go out yet?",9,15.7
LOG-007619,APP-01089,2024-05-24,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated.,10,66.8
LOG-007620,APP-01089,2024-05-24,recruiter_note,internal,Client running behinnd on offer letter generation. Keept candidate updated. Will circle back if anything changes.,16,8.3
LOG-007621,APP-01089,2024-05-29,candidate_message,candidate_facing,"just checking, did the offr letter...",6,92.0
LOG-007622,APP-01089,2024-06-03,candidate_message,candidate_facing,"just checking, did the ofefr letter go out...",8,24.2
LOG-007623,APP-01089,2024-06-05,recruiter_note,internal,"Offer letter delayed on client side, candidate starting to ask about it. Keeping an eye on this one.",18,41.0
LOG-007624,APP-01089,2024-06-11,candidate_message,candidate_facing,"haven't seen anythinng in my inbox, wanted to follow up. Talk soon",12,49.5
LOG-007625,APP-01089,2024-06-25,candidate_message,candidate_facing,"still waiting on the paperwork, I guess just making sure nothing got lost.",13,28.6
LOG-007626,APP-01090,2024-06-12,candidate_message,candidate_facing,"so excited about thiis opportunity, thank you!",7,11.7
LOG-007627,APP-01090,2024-06-13,candidate_message,candidate_facing,"Good afternoon, this role sounds like a great fit, can't wait to get started.",14,12.2
LOG-007628,APP-01090,2024-06-14,recruiter_note,internal,Candidate very posittive about role and company during screen.,9,37.4
LOG-007629,APP-01090,2024-06-30,candidate_message,candidate_facing,"this role souunds like a great fit, can't wait to get started.",12,52.1
LOG-007630,APP-01090,2024-07-08,candidate_message,candidate_facing,really appreciate you thinking of me for this one! Best,10,59.2
LOG-007631,APP-01091,2024-10-29,recruiter_note,internal,"Update - missed scheduled check-in with candidate this week, need to follow up. Will circle back if anything changes.",19,9.0
LOG-007632,APP-01091,2024-10-30,candidate_message,candidate_facing,following up again - wanted to make sure everything is stll on track.,13,6.1
LOG-007633,APP-01091,2024-11-04,candidate_message,candidate_facing,"haven't heard anything in a while, jst checking if there's an update.",12,2.9
LOG-007634,APP-01091,2024-11-12,recruiter_note,internal,No update sent to candidate in several days - overdue for a call. Will check in again in a few days.,21,7.2
LOG-007635,APP-01091,2024-11-24,recruiter_note,internal,"Miissed scheduled check-in with candidate this week, need to flolow up.",11,6.9
LOG-007636,APP-01091,2024-11-28,candidate_message,candidate_facing,"haven't heard anything in a while, just checking if there's an update.",12,6.1
LOG-007637,APP-01091,2024-12-04,candidate_message,candidate_facing,"Hi, haven't heard anything in a while, just checking if there's an update.",13,9.4
LOG-007638,APP-01091,2024-12-12,candidate_message,candidate_facing,"haven't heard anythign in a while, just checking if there's an update.",12,6.2
LOG-007639,APP-01092,2024-03-29,candidate_message,candidate_facing,"some family stuff caame up, might affect my availability.",9,11.1
LOG-007640,APP-01092,2024-03-31,candidate_message,candidate_facing,"Hey, we're dealing witth a relocation situation on",8,7.0
LOG-007641,APP-01092,2024-04-10,recruiter_note,internal,"Quick note - discussed candidate's family situation briefly, offered flexibility on start date.",13,3.2
LOG-007642,APP-01092,2024-04-13,candidate_message,candidate_facing,"some family stuff came up, might affect my availability. Best",10,5.5
LOG-007643,APP-01092,2024-04-14,recruiter_note,internal,"Discussed candidate's family situation briefly, offered flexibility on start date. Keeping an eye on this one.",16,7.2
LOG-007644,APP-01092,2024-04-17,candidate_message,candidate_facing,"personal sittuation at home, should know more soon.",8,7.6
LOG-007645,APP-01092,2024-04-21,candidate_message,candidate_facing,need to sort out soem family logistics before I can lock in a start date.,15,8.9
LOG-007646,APP-01092,2024-04-26,candidate_message,candidate_facing,"some family stuff caame up, might affect my availability.",9,3.4
LOG-007647,APP-01093,2024-11-12,candidate_message,candidate_facing,"not totally sure how that interview went, I...",8,5.9
LOG-007648,APP-01093,2024-11-13,candidate_message,candidate_facing,"not totally surre how that interview went, not 100% sure but it felt a little off.",16,29.7
LOG-007649,APP-01093,2024-11-13,candidate_message,candidate_facing,"wanted to follow up after the interview, wasn't sure I gave the best answers.",14,9.3
LOG-007650,APP-01093,2024-11-16,recruiter_note,internal,Standard follow-up call completed.,4,47.0
LOG-007651,APP-01093,2024-11-25,recruiter_note,internal,"Routine check-in with candidate, no concerns noted. Will follow up early next week.",13,41.5
LOG-007652,APP-01093,2024-12-04,withdrawal_statement,candidate_facing,"Still thinkng about how the interview went and decided to step back, sorry.",13,48.7
LOG-007653,APP-01094,2025-01-15,candidate_message,candidate_facing,"Good morning, wait, I thought this role was more focused on prcess improvement, is tht still the case? Appreciate it",20,9.3
LOG-007654,APP-01094,2025-01-29,candidate_message,candidate_facing,"Good morning, wait, I thought this role was more focused on the technical side, is that stlil the case? Talk soon",21,17.7
LOG-007655,APP-01094,2025-01-30,candidate_message,candidate_facing,"Hello, wait, I thought this role was mroe focused on process improvement, is that still the case? TY",18,11.3
LOG-007656,APP-01094,2025-02-10,withdrawal_statement,candidate_facing,"Hi there, The role changed from what we fisrt discussed, not going to work for me, sorry.",17,25.7
LOG-007657,APP-01095,2025-03-28,recruiter_note,internal,"Missed scheduled check-in with candidate this week, need to follow up.",11,9.4
LOG-007658,APP-01095,2025-03-29,candidate_message,candidate_facing,"Good morning, haven't heard anything in a while, just checknig if there's an update.",14,24.5
LOG-007659,APP-01095,2025-04-02,recruiter_note,internal,Update - no update sent to candidate in several days - overdue for a call.,15,59.3
LOG-007660,APP-01095,2025-04-03,candidate_message,candidate_facing,"Hi, chceking on something, any news on next steps?",9,5.5
LOG-007661,APP-01095,2025-04-07,candidate_message,candidate_facing,"Hey, following up again - wanted to make sure everyting is still on track.",14,77.8
LOG-007662,APP-01095,2025-04-11,candidate_message,candidate_facing,following up again - wanted to make sure everything is stiill on track.,13,85.0
LOG-007663,APP-01095,2025-04-12,candidate_message,candidate_facing,following up again - wanted to make sure everything is still on track.,13,14.4
LOG-007664,APP-01095,2025-04-12,recruiter_note,internal,"Per today's call, missed scheduled check-in with candidtae this week, need to follow up.",14,1.3
LOG-007665,APP-01095,2025-04-15,candidate_message,candidate_facing,"haven't heard anything in a while, just checkign...",8,79.6
LOG-007666,APP-01095,2025-04-15,decline_statement,candidate_facing,Honestly didn't heear back for a while so I assumed it fell through and took another role.,17,8.5
LOG-007667,APP-01096,2025-05-17,decline_statement,candidate_facing,"This isn't the role I originally understood, going to pass, sorry.",11,7.1
LOG-007668,APP-01097,2025-01-07,candidate_message,candidate_facing,"Hey, this has been a great process, thank you for all the updates. Thaank you",15,7.9
LOG-007669,APP-01097,2025-01-11,candidate_message,candidate_facing,"Good morning, thanks so much for checking in, really appreciate how...",11,8.5
LOG-007670,APP-01097,2025-01-16,recruiter_note,internal,"Proactive check-in call, candidate remains highly engaged and positive.",9,9.7
LOG-007671,APP-01097,2025-01-23,recruiter_note,internal,"FYI, proactive check-in call, candidate remains hihly engaged and positive. Will follow up early next week.",16,5.6
LOG-007672,APP-01097,2025-01-23,candidate_message,candidate_facing,"Hello, this has been a...",5,8.3
LOG-007673,APP-01097,2025-01-28,recruiter_note,internal,"Weekly touuchpoint completed, candidate expressed appreciation for communication. Nothing fruther to add right now.",14,9.3
LOG-007674,APP-01097,2025-01-30,withdrawal_statement,candidate_facing,Caandidate withdrew from consideration.,4,7.5
LOG-007675,APP-01098,2024-06-18,candidate_message,candidate_facing,"Hello, got pulled into a conversation with my current company, will update you soon.",14,2.5
LOG-007676,APP-01098,2024-06-20,candidate_message,candidate_facing,"got pulled into a conversation with my current company, will update you soon. Best",14,3.5
LOG-007677,APP-01098,2024-07-06,candidate_message,candidate_facing,"Hi, still sorting a few things internally, can I get bcak to you by end of week? Best",18,5.4
LOG-007678,APP-01098,2024-07-16,candidate_message,candidate_facing,"Hi there, got pulled into a conversatiion with my current company, will update you soon.",15,6.7
LOG-007679,APP-01098,2024-07-19,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today. Will follow up eraly next week.,16,6.8
LOG-007680,APP-01098,2024-07-19,candidate_message,candidate_facing,my current manager wants to...,5,4.3
LOG-007681,APP-01098,2024-07-20,decline_statement,candidate_facing,"Decided to staay put for now, appreciate you working with me on this.",13,9.4
LOG-007682,APP-01099,2024-09-27,recruiter_note,internal,"Weekly touchpoint completed, candidate expressed appreciation for communication. Will follow up early next week.",14,9.2
LOG-007683,APP-01099,2024-10-02,candidate_message,candidate_facing,"really looking forward to getting started, thanks for everything. Thanks!",10,25.1
LOG-007684,APP-01099,2024-10-06,recruiter_note,internal,"Quick note - proactive check-in call, candidate remains highly engaged and positive.",12,16.2
LOG-007685,APP-01099,2024-10-08,candidate_message,candidate_facing,"thiis has been a great process, thannk you for all the updates.",12,24.8
LOG-007686,APP-01099,2024-10-20,recruiter_note,internal,"Proactive check-in call, canddiate remains highly engaged and positive.",9,8.1
LOG-007687,APP-01100,2025-01-01,candidate_message,candidate_facing,"things came up at my current job, need a bit more time to think. TY",15,5.1
LOG-007688,APP-01100,2025-01-18,recruiter_note,internal,"Candidate hedging on timeline, referenced an internal conversation at current job. Will check in again in a few days.",19,64.7
LOG-007689,APP-01100,2025-01-22,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today.,10,81.4
LOG-007690,APP-01100,2025-01-22,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today. Flagging for visibility.,13,6.5
LOG-007691,APP-01100,2025-01-24,candidate_message,candidate_facing,"stilll sorting a few things internally, can I get back to you by end of week?",16,53.1
LOG-007692,APP-01100,2025-01-25,candidate_message,candidate_facing,"still sorting a few things internally, can I get back to you soon?",13,13.7
LOG-007693,APP-01100,2025-01-27,recruiter_note,internal,Reconfirmed interest but tone was noticeably different than lst call.,10,57.0
LOG-007694,APP-01100,2025-01-31,recruiter_note,internal,Reconfirmed interest but tonne was noticeably different than last call.,10,54.2
LOG-007695,APP-01100,2025-02-04,candidate_message,candidate_facing,"things came up at my current job, need a bit more time to think.",14,59.0
LOG-007696,APP-01100,2025-02-07,decline_statement,candidate_facing,"Good afternoon, Wnt with the counteroffer from my current employer, sorry for the back and forth. Talk soon",18,69.1
LOG-007697,APP-01101,2025-03-14,recruiter_note,internal,Candidate very positive about role and company during screen. Will follow up early next week.,15,11.8
LOG-007698,APP-01101,2025-04-05,recruiter_note,internal,Candidate expressed strong enthusiasm during call.,6,9.5
LOG-007699,APP-01101,2025-04-08,recruiter_note,internal,Quick note - candidate very positive about role and company during screen. Keeping an eye on this one.,18,7.7
LOG-007700,APP-01101,2025-04-20,withdrawal_statement,candidate_facing,Candidaet formally notified us of their withdrawal.,7,6.2
LOG-007701,APP-01102,2024-12-25,candidate_message,candidate_facing,"Hey, wait, is this fully remote or do I need to cme in sometimes? Appreciate it",16,2.6
LOG-007702,APP-01102,2024-12-30,recruiter_note,internal,"Candidate surprised by onsite expectation, discussed further with client. Will circle back if anything changes.",15,3.3
LOG-007703,APP-01102,2024-12-31,recruiter_note,internal,"Candidate surprised by onsite expectation, discussed further with client.",9,3.3
LOG-007704,APP-01102,2025-01-03,candidate_message,candidate_facing,can you clarify how many days onsiite are expected?,9,9.1
LOG-007705,APP-01102,2025-01-03,recruiter_note,internal,"Clarified work arrangement with candidate, some cnfusion frrom job posting language.",11,2.6
LOG-007706,APP-01102,2025-01-03,decline_statement,candidate_facing,"Good afternoon, The onsite requirement doesn't work with my situation, have to pass.",13,1.8
LOG-007707,APP-01103,2024-04-10,candidate_message,candidate_facing,"perfect, thanks for...",3,3.5
LOG-007708,APP-01103,2024-04-13,candidate_message,candidate_facing,"God afternoon, understood, appreciate it.",5,7.5
LOG-007709,APP-01103,2024-04-15,candidate_message,candidate_facing,"great, see you then.",4,7.7
LOG-007710,APP-01103,2024-04-23,recruiter_note,internal,Candidate confirmed all onboarding steps complete.,6,4.2
LOG-007711,APP-01103,2024-05-12,candidate_message,candidate_facing,"soounds good, thank you!",4,8.3
LOG-007712,APP-01104,2024-09-14,candidate_message,candidate_facing,"still sorting a few thigns internally, can I get back to u in a day or two?",17,5.9
LOG-007713,APP-01104,2024-09-28,candidate_message,candidate_facing,"Hi, things came up at my currnet job, need a bit more time to think.",15,85.1
LOG-007714,APP-01104,2024-10-07,recruiter_note,internal,Reconfirmed interest but tone was noticeably different than last call. Will follow up early next week.,16,48.3
LOG-007715,APP-01104,2024-10-13,candidate_message,candidate_facing,"got pulled into a conversation with my current company, will update you soon.",13,88.2
LOG-007716,APP-01104,2024-11-14,recruiter_note,internal,Quick noet - brief call - candidate said manager asked to speak with them again. Will follow up in a day or two. Flagging for visibility.,26,68.4
LOG-007717,APP-01104,2024-11-15,candidate_message,candidate_facing,"Hello, things came up at my current job, need a bit moe time to think. Talk soon",17,18.1
LOG-007718,APP-01105,2024-10-18,recruiter_note,internal,"Standard check-in, no issues reported.",5,7.5
LOG-007719,APP-01105,2024-10-26,recruiter_note,internal,Candidate confirmed all onboarding steps complete.,6,6.9
LOG-007720,APP-01105,2024-10-26,candidate_message,candidate_facing,"sonds good, thank...",3,7.8
LOG-007721,APP-01105,2024-11-04,candidate_message,candidate_facing,"great, see you...",3,4.5
LOG-007722,APP-01105,2024-11-14,recruiter_note,internal,Update - candidate confirmed all onboarding steps complete.,8,2.3
LOG-007723,APP-01105,2024-11-17,candidate_message,candidate_facing,"understood, apprreciate it. Thank you",5,8.5
LOG-007724,APP-01106,2025-06-23,candidate_message,candidate_facing,the rate is a little lower thaan I was expecting honestly.,11,11.2
LOG-007725,APP-01106,2025-07-03,recruiter_note,internal,Candidtae raised comp concerns. Wakled through total pakage again. Noted for the file.,13,5.5
LOG-007726,APP-01106,2025-07-11,candidate_message,candidate_facing,"can we revisit the pay rate, not sure if this matetrs but it's close but not quite where I need it.",21,8.4
LOG-007727,APP-01106,2025-07-18,recruiter_note,internal,Candidate seems okay with comp after clarifying overtime/differential.,8,9.4
LOG-007728,APP-01107,2024-11-21,candidate_message,candidate_facing,really appreciate you thinking of me for this one!,9,6.5
LOG-007729,APP-01107,2024-11-26,candidate_message,candidate_facing,really appreciate you thinking of me for this one!,9,52.6
LOG-007730,APP-01107,2024-12-12,recruiter_note,internal,Candidate very positive about role and company during screen.,9,84.5
LOG-007731,APP-01107,2024-12-13,candidate_message,candidate_facing,"so excited about this opportunity, thank you! Appeciate it",9,7.5
LOG-007732,APP-01107,2024-12-18,recruiter_note,internal,Candidate expressed stong enthusiasm during call. Will circle back if anything changes.,12,54.0
LOG-007733,APP-01107,2024-12-18,candidate_message,candidate_facing,"Good morning, really appreciate you thiking of me for this one!",11,6.0
LOG-007734,APP-01108,2024-05-28,recruiter_note,internal,Sent onboarding checklist again per candidate request. No action needed at this time.,13,6.0
LOG-007735,APP-01108,2024-06-02,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answred all of them.",10,7.0
LOG-007736,APP-01108,2024-06-04,recruiter_note,internal,Sent onboarding checklist again per candidate request.,7,7.7
LOG-007737,APP-01108,2024-06-13,candidate_message,candidate_facing,"Good afternoon, sorry to ask again, but waht should I bring on day one?",14,9.7
LOG-007738,APP-01108,2024-06-20,candidate_message,candidate_facing,"sorry to ask again, but what should I bring on day one? Best",13,3.3
LOG-007739,APP-01108,2024-06-22,candidate_message,candidate_facing,just wanted to confirm again whether the start date is completely locked.,12,10.0
LOG-007740,APP-01108,2024-06-27,recruiter_note,internal,Sent onboarding checklist again per candidate request. Will check in again in a few days.,15,5.1
LOG-007741,APP-01109,2024-10-16,recruiter_note,internal,"Emailed candidatte an update, awaiting reply. Keeping an eye on this one.",12,6.9
